序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
132,CM-5-2-2,患者推荐,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表,
133,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表,
134,CM-5-2-5,病房与周边噪音,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-5选择代码表,
135,CM-5-2-6,医生沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-6选择代码表,
136,CM-5-2-7,护士沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-7选择代码表,
137,CM-5-2-8,药师沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-8选择代码表,
138,CM-5-2-9,康复计划,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-9选择代码表,
139,CM-5-2-10,出院时的知情告知,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-10选择代码表,
140,CM-5-2-11,膳食评价,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-11选择代码表,
141,CM-6-1,住院总费用,数值,是,例:10,住院总费用要大于0;,住院总费用要小于1000000;,住院总费用应大于等于各项费用之和,,
142,CM-6-2,住院总费用其中自付金额,数值,是,例:10,自付金额要,自付金额应≤住院总费用,,,
143,CM-6-3,一般医疗服务费,数值,是,例:10,一般医疗服务费要,,,,
144,CM-6-4,一般治疗操作费,数值,是,例:10,一般治疗操作费要,,,,
145,CM-6-5,护理费,数值,是,例:10,护理费要,,,,
146,CM-6-6,综合医疗服务类其他费用,数值,是,例:10,综合医疗服务类其他费用要≥0,,,,
147,CM-6-7,病理诊断费,数值,是,例:10,病理诊断费要≥0,,,,
148,CM-6-8,实验室诊断费,数值,是,例:10,实验室诊断费要≥0,,,,
149,CM-6-9,影像学诊断费,数值,是,例:10,影像学诊断费要≥0,,,,
150,CM-6-10,临床诊断项目费,数值,是,例:10,临床诊断项目费要≥0,,,,
151,CM-6-11,非手术治疗项目费,数值,是,例:10,非手术治疗项目费要≥0,,,,
152,CM-6-12,其中：临床物理治疗费,数值,是,例:10,临床物理治疗费要≥0,,,,
153,CM-6-13,手术治疗费,数值,是,例:10,手术治疗费要≥0,,,,
154,CM-6-14,其中：麻醉费,数值,是,例:10,麻醉费要≥0,,,,
155,CM-6-15,其中：手术费,数值,是,例:10,手术费要≥0,,,,
156,CM-6-16,康复费,数值,是,例:10,康复费要≥0,,,,
157,CM-6-17,中医治疗费,数值,是,例:10,中医治疗费要≥0,,,,
158,CM-6-18,西药费,数值,是,例:10,西药费要≥0,,,,
159,CM-6-19,其中：抗菌药物费,数值,是,例:10,抗菌药物费要≥0,,,,
160,CM-6-20,中成药费,数值,是,例:10,中成药费要≥0,,,,
161,CM-6-21,中草药费,数值,是,例:10,中草药费要≥0,,,,
162,CM-6-22,血费,数值,是,例:10,血费要≥0,,,,
163,CM-6-23,白蛋白类制品费,数值,是,例:10,白蛋白类制品费要≥0,,,,
164,CM-6-24,球蛋白类制品费,数值,是,例:10,球蛋白类制品费要≥0,,,,
165,CM-6-25,凝血因子类制品费,数值,是,例:10,凝血因子类制品费要≥0,,,,
166,CM-6-26,细胞因子类制品费,数值,是,例:10,细胞因子类制品费要≥0,,,,
167,CM-6-27,检查用一次性医用材料费,数值,是,例:10,检查用一次性医用材料费要≥0,,,,
168,CM-6-28,治疗用一次性医用材料费,数值,是,例:10,治疗用一次性医用材料费要≥0,,,,
169,CM-6-29,手术用一次性医用材料费,数值,是,例:10,手术用一次性医用材料费要≥0,,,,
,CM-6-30,其他费,数值,是,例:10,其他费要≥0,,,,
