序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
137,PA-9-2-1-9,促甲状腺激素（或超敏促甲状腺激素）TSH(uIU/ml),数值,参考备注,例:10,"术后2-3天,是否复查内分泌激素(PA-9-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,促甲状腺激素填写值范围应大于等于0,,
138,PA-9-2-1-10,三碘甲状腺原氨酸T3(nmol/L),数值,参考备注,例:10,"术后2-3天,是否复查内分泌激素(PA-9-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,三碘甲状腺原氨酸T3填写值范围应大于等于0,,
139,PA-9-2-1-11,游离三碘甲状腺原氨酸 FT3(pmol/L),数值,参考备注,例:10,"术后2-3天,是否复查内分泌激素(PA-9-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,游离三碘甲状腺原氨酸 FT3填写值范围应大于等于0,,
140,PA-9-2-1-12,甲状腺素T4(nmol/L),数值,参考备注,例:10,"术后2-3天,是否复查内分泌激素(PA-9-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,甲状腺素T4填写值范围应大于等于0,,
141,PA-9-2-1-13,游离甲状腺素 FT4(pmol/L),数值,参考备注,例:10,"术后2-3天,是否复查内分泌激素(PA-9-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,游离甲状腺素 FT4填写值范围应大于等于0,,
142,PA-9-3-1,是否进行电解质水平监测,字符串,是,"例:""y""",见,PA-9-3-1选择代码表,,,
143,PA-9-3-3,电解质水平监测的时段,字符串,参考备注,"例:""a""","是否进行电解质水平监测(PA-9-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-9-3-3选择代码表,
144,PA-9-3-2,电解质水平监测的时段,数组,参考备注,"例:[""UTD""]","是否进行电解质水平监测(PA-9-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,PA-9-3-2选择代码表,
145,PA-9-3-2-1,钾离子(mmol/L),数值,参考备注,例:10,"是否进行电解质水平监测(PA-9-3-1)等于""是""(y)时必填;","电解质水平监测的时段(PA-9-3-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,钾离子填写值应大于0,
146,PA-9-3-2-2,钠离子(mmol/L),数值,参考备注,例:10,"是否进行电解质水平监测(PA-9-3-1)等于""是""(y)时必填;","电解质水平监测的时段(PA-9-3-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,钠离子填写值应大于0,
147,PA-9-3-2-3,氯离子(mmol/L),数值,参考备注,例:10,"是否进行电解质水平监测(PA-9-3-1)等于""是""(y)时必填;","电解质水平监测的时段(PA-9-3-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,氯离子填写值应大于0,
148,PA-10-1-1,是否进行术后辅助放疗,字符串,否,"例:""UTD""",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,PA-10-1-1选择代码表,,
149,PA-10-1-2,术后辅助放疗指征的选择,数组,参考备注,"例:[""a"",""b""]","是否进行术后辅助放疗(PA-10-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,PA-10-1-2选择代码表,
150,PA-10-1-3,术后辅助放疗模式的选择,字符串,参考备注,"例:""a""","是否进行术后辅助放疗(PA-10-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,PA-10-1-3选择代码表,
151,PA-10-2-1,是否进行术后辅助药物治疗,字符串,否,"例:""UTD""",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,PA-10-2-1选择代码表,,
152,PA-10-2-2,药物治疗符合指征,字符串,参考备注,"例:""a""","是否进行术后辅助药物治疗(PA-10-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,PA-10-2-2选择代码表,
153,PA-11-1-0,是否入院时进行重点护理评估且有记录,字符串,是,"例:""y""",见,PA-11-1-0选择代码表,,,
154,PA-11-1-1,行走评估结果,字符串,参考备注,"例:""a""","是否入院时进行重点护理评估且有记录(PA-11-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-1选择代码表,
155,PA-11-1-2,呼吸评估结果,字符串,参考备注,"例:""a""","是否入院时进行重点护理评估且有记录(PA-11-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-2选择代码表,
156,PA-11-1-3,评估视力视野障碍对患者的影响,字符串,参考备注,"例:""a""","是否入院时进行重点护理评估且有记录(PA-11-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-3选择代码表,
157,PA-11-1-4,入院后第一个24小时液体出入量,字符串,参考备注,"例:""a""","是否入院时进行重点护理评估且有记录(PA-11-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-4选择代码表,
158,PA-11-1-5,其中，每小时液体出入量,字符串,参考备注,"例:""a""","是否入院时进行重点护理评估且有记录(PA-11-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-5选择代码表,
159,PA-11-1-6,实施卒中健康教育记录内容,数组,参考备注,"例:[""a"",""b""]","是否入院时进行重点护理评估且有记录(PA-11-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-6选择代码表,
160,PA-11-1-7-2,"经蝶手术患者强化鼻腔护理,减少术后脑脊液鼻漏并发症的护理措施",数组,参考备注,"例:[""a"",""b""]","是否入院时进行重点护理评估且有记录(PA-11-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-7-2选择代码表,
161,PA-11-1-9,尿量异常患者的长期护理,数组,参考备注,"例:[""a"",""b""]","是否入院时进行重点护理评估且有记录(PA-11-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-9选择代码表,
162,PA-11-1-10,饮食指导,字符串,参考备注,"例:""a""","是否入院时进行重点护理评估且有记录(PA-11-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-10选择代码表,
163,PA-11-1-11-3,压疮评估分值是否确定,数组,参考备注,"例:[""UTD""]","是否入院时进行重点护理评估且有记录(PA-11-1-0)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-11-3选择代码表,
164,PA-11-1-11,压疮评估（Braden评分值）分值,数值,参考备注,例:10,"是否入院时进行重点护理评估且有记录(PA-11-1-0)等于""是""(y)时必填;","压疮评估分值是否确定(PA-11-1-11-3)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,Braden评分值应大于等于0,
165,PA-11-1-11-1,压疮评估结果选择,字符串,否,"例:""a""","该字段无需用户填写,由系统自动生成;",见,PA-11-1-11-1选择代码表,,
166,PA-11-1-11-2,是否进行预防压疮告知,字符串,参考备注,"例:""y""","压疮评估分值是否确定(PA-11-1-11-3)等于""无法确定或无记录""(UTD)时无需填写;","压疮评估结果选择(PA-11-1-11-1)等于""大于18分""(a)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-11-2选择代码表
167,PA-11-2-1,是否实施手术前健康教育且有记录,字符串,参考备注,"例:""y""","是否入院时进行重点护理评估且有记录(PA-11-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-2-1选择代码表,
168,PA-11-1-3-1,实施卒中健康教育记录内容,数组,参考备注,"例:[""a"",""b""]","是否实施手术前健康教育且有记录(PA-11-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-3-1选择代码表,
169,PA-11-1-2-1,其他实施卒中健康教育记录内容,字符串,参考备注,"例:""填写文字说明""","实施卒中健康教育记录内容(PA-11-1-3-1)等于""其他（文字注明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
170,PA-11-1-3-4,是否实施术后健康教育且有记录,字符串,是,"例:""y""",见,PA-11-1-3-4选择代码表,,,
171,PA-11-1-3-2,吸烟史,字符串,参考备注,"例:""UTD""","是否实施术后健康教育且有记录(PA-11-1-3-4)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-3-2选择代码表,
172,PA-11-1-3-3,吸烟程度评估,字符串,参考备注,"例:""a""","吸烟史(PA-11-1-3-2)等于""是, 近一年内有吸烟史，烟草使用状况 ""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-3-3选择代码表,
173,PA-11-1-3-5,接受戒烟的建议或者戒烟治疗,字符串,参考备注,"例:""a""","吸烟史(PA-11-1-3-2)等于""是, 近一年内有吸烟史，烟草使用状况 ""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-1-3-5选择代码表,
174,PA-11-2-2-1,交与患者“出院小结”的副本，并告知患者出院时风险因素,数组,是,"例:[""a"",""b""]",见,PA-11-2-2-1选择代码表,,,
175,PA-11-2-2-2,出院带药,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,PA-11-2-2-2选择代码表,,
176,PA-11-2-2-3,告知发生紧急情况时求援救治途径,数组,是,"例:[""a"",""b""]",见,PA-11-2-2-3选择代码表,,,
177,PA-11-2-2-4,出院时教育与随访,数组,是,"例:[""a"",""b""]",见,PA-11-2-2-4选择代码表,,,
178,PA-11-2-2-5,告知何为风险因素与紧急情况,数组,是,"例:[""a"",""b""]",见,PA-11-2-2-5选择代码表,,,
179,PA-12-1-1,符合治愈标准的选项,字符串,是,"例:""a""",见,PA-12-1-1选择代码表,,,
180,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,
181,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,
182,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
183,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,
184,CM-5-1,患者是否对服务的体验与评价,字符串,是,"例:""y""",见,CM-5-1选择代码表,,,
185,CM-5-2-1,整体医院评级,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-1选择代码表,
186,CM-5-2-2,患者推荐,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表,
187,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表,
188,CM-5-2-5,病房与周边噪音,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-5选择代码表,
189,CM-5-2-6,医生沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-6选择代码表,
190,CM-5-2-7,护士沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-7选择代码表,
191,CM-5-2-8,药师沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-8选择代码表,
192,CM-5-2-9,康复计划,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-9选择代码表,
193,CM-5-2-10,出院时的知情告知,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-10选择代码表,
194,CM-5-2-11,膳食评价,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-11选择代码表,
195,CM-6-1,住院总费用,数值,是,例:10,住院总费用要大于0;,住院总费用要小于1000000;,住院总费用应大于等于各项费用之和,,
196,CM-6-2,住院总费用其中自付金额,数值,是,例:10,自付金额要,自付金额应≤住院总费用,,,
197,CM-6-3,一般医疗服务费,数值,是,例:10,一般医疗服务费要,,,,
198,CM-6-4,一般治疗操作费,数值,是,例:10,一般治疗操作费要,,,,
199,CM-6-5,护理费,数值,是,例:10,护理费要,,,,
200,CM-6-6,综合医疗服务类其他费用,数值,是,例:10,综合医疗服务类其他费用要≥0,,,,
201,CM-6-7,病理诊断费,数值,是,例:10,病理诊断费要≥0,,,,
202,CM-6-8,实验室诊断费,数值,是,例:10,实验室诊断费要≥0,,,,
203,CM-6-9,影像学诊断费,数值,是,例:10,影像学诊断费要≥0,,,,
204,CM-6-10,临床诊断项目费,数值,是,例:10,临床诊断项目费要≥0,,,,
205,CM-6-11,非手术治疗项目费,数值,是,例:10,非手术治疗项目费要≥0,,,,
206,CM-6-12,其中：临床物理治疗费,数值,是,例:10,临床物理治疗费要≥0,,,,
207,CM-6-13,手术治疗费,数值,是,例:10,手术治疗费要≥0,,,,
208,CM-6-14,其中：麻醉费,数值,是,例:10,麻醉费要≥0,,,,
209,CM-6-15,其中：手术费,数值,是,例:10,手术费要≥0,,,,
210,CM-6-16,康复费,数值,是,例:10,康复费要≥0,,,,
211,CM-6-17,中医治疗费,数值,是,例:10,中医治疗费要≥0,,,,
212,CM-6-18,西药费,数值,是,例:10,西药费要≥0,,,,
213,CM-6-19,其中：抗菌药物费,数值,是,例:10,抗菌药物费要≥0,,,,
214,CM-6-20,中成药费,数值,是,例:10,中成药费要≥0,,,,
215,CM-6-21,中草药费,数值,是,例:10,中草药费要≥0,,,,
216,CM-6-22,血费,数值,是,例:10,血费要≥0,,,,
217,CM-6-23,白蛋白类制品费,数值,是,例:10,白蛋白类制品费要≥0,,,,
218,CM-6-24,球蛋白类制品费,数值,是,例:10,球蛋白类制品费要≥0,,,,
219,CM-6-25,凝血因子类制品费,数值,是,例:10,凝血因子类制品费要≥0,,,,
220,CM-6-26,细胞因子类制品费,数值,是,例:10,细胞因子类制品费要≥0,,,,
221,CM-6-27,检查用一次性医用材料费,数值,是,例:10,检查用一次性医用材料费要≥0,,,,
222,CM-6-28,治疗用一次性医用材料费,数值,是,例:10,治疗用一次性医用材料费要≥0,,,,
223,CM-6-29,手术用一次性医用材料费,数值,是,例:10,手术用一次性医用材料费要≥0,,,,
,CM-6-30,其他费,数值,是,例:10,其他费要≥0,,,,
