序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
154,CM-6-17,中医治疗费,数值,是,例:10,中医治疗费要≥0,,,,
155,CM-6-18,西药费,数值,是,例:10,西药费要≥0,,,,
156,CM-6-19,其中：抗菌药物费,数值,是,例:10,抗菌药物费要≥0,,,,
157,CM-6-20,中成药费,数值,是,例:10,中成药费要≥0,,,,
158,CM-6-21,中草药费,数值,是,例:10,中草药费要≥0,,,,
159,CM-6-22,血费,数值,是,例:10,血费要≥0,,,,
160,CM-6-23,白蛋白类制品费,数值,是,例:10,白蛋白类制品费要≥0,,,,
161,CM-6-24,球蛋白类制品费,数值,是,例:10,球蛋白类制品费要≥0,,,,
162,CM-6-25,凝血因子类制品费,数值,是,例:10,凝血因子类制品费要≥0,,,,
163,CM-6-26,细胞因子类制品费,数值,是,例:10,细胞因子类制品费要≥0,,,,
164,CM-6-27,检查用一次性医用材料费,数值,是,例:10,检查用一次性医用材料费要≥0,,,,
165,CM-6-28,治疗用一次性医用材料费,数值,是,例:10,治疗用一次性医用材料费要≥0,,,,
166,CM-6-29,手术用一次性医用材料费,数值,是,例:10,手术用一次性医用材料费要≥0,,,,
,CM-6-30,其他费,数值,是,例:10,其他费要≥0,,,,
