序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
100,APL-3-2-4-16,其他柔红霉素用药天数(d),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","柔红霉素(APL-3-2-4-14)等于""其他柔红霉素用药方案""(oth)时必填;","其他柔红霉素用药每隔日次数(qod)(APL-3-2-4-17)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他柔红霉素用药天数填写值应大于等于0
101,APL-3-2-4-17,其他柔红霉素用药每隔日次数(qod),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","柔红霉素(APL-3-2-4-14)等于""其他柔红霉素用药方案""(oth)时可填写;","其他柔红霉素用药天数(d)(APL-3-2-4-16)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他柔红霉素用药每隔日次数填写值应大于等于0
102,APL-3-2-4-18,其他治疗药品名称,字符串,参考备注,"例:""填写文字说明""","减积治疗组--用药的选择(APL-3-2-4)等于""其他治疗用药""(oth)时必填;","减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
103,APL-3-2-4-19,其他治疗用药(mg/m²/d ),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""其他治疗用药""(oth)时可填写;","减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药(mg/kg/d)(APL-3-2-4-20)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药填写值应大于等于0
104,APL-3-2-4-20,其他治疗用药(mg/kg/d),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""其他治疗用药""(oth)时可填写;","减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药(mg/m²/d )(APL-3-2-4-19)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药填写值应大于等于0
105,APL-3-2-4-21,其他治疗用药天数(d),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""其他治疗用药""(oth)时可填写;","减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药每隔日次数(qod)(APL-3-2-4-22)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药天数填写值应大于等于0
106,APL-3-2-4-22,其他治疗用药每隔日次数(qod),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""其他治疗用药""(oth)时可填写;","减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药天数(d)(APL-3-2-4-21)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药每隔日次数填写值应大于等于0
107,APL-4-1-1,是否有缓解后巩固治疗方案,字符串,是,"例:""y""",见,APL-4-1-1选择代码表,,,
108,APL-4-1-2,缓解后巩固治疗方案的组别选择,字符串,参考备注,"例:""a""","是否有缓解后巩固治疗方案(APL-4-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-4-1-2选择代码表,
109,APL-4-2-1,低危组 巩固治疗方案,数组,参考备注,"例:[""a"",""b""]","缓解后巩固治疗方案的组别选择(APL-4-1-2)等于""低危组""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-4-2-1选择代码表,
110,APL-4-2-1-1,全反式维甲酸（ATRA）,数组,参考备注,"例:[""a"",""oth""]","低危组 巩固治疗方案(APL-4-2-1)等于""ATRA""(a)时必填;","低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-4-2-1-1选择代码表
111,APL-4-2-1-4,其他ATRA用药输注方式,字符串,参考备注,"例:""填写文字说明""","低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;","全反式维甲酸（ATRA）(APL-4-2-1-1)等于""其他全反式维甲酸用药方案""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
112,APL-4-2-1-2,其他全反式维甲酸用药(mg/m²/d),数值,参考备注,例:10,"低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;","全反式维甲酸（ATRA）(APL-4-2-1-1)等于""其他全反式维甲酸用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他全反式维甲酸用药填写值应大于等于0,
113,APL-4-2-1-3,其他全反式维甲酸用药天数(d),数值,参考备注,例:10,"低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;","全反式维甲酸（ATRA）(APL-4-2-1-1)等于""其他全反式维甲酸用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他全反式维甲酸用药天数填写值应大于等于0,
114,APL-4-2-1-5,三氧化二砷(ATO)/复方黄黛片(RIF),数组,参考备注,"例:[""a"",""b""]","低危组 巩固治疗方案(APL-4-2-1)等于""ATO/RIF""(b)时必填;","低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-4-2-1-5选择代码表
115,APL-4-2-1-8,其他ATO用药输注方式,字符串,参考备注,"例:""填写文字说明""","低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(ATO)/复方黄黛片(RIF)(APL-4-2-1-5)等于""其他三氧化二砷用药方案""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
116,APL-4-2-1-6,其他三氧化二砷用药(mg/kg/d),数值,参考备注,例:10,"低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(ATO)/复方黄黛片(RIF)(APL-4-2-1-5)等于""其他三氧化二砷用药方案""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他三氧化二砷用药填写值应大于等于0,
117,APL-4-2-1-7,其他三氧化二砷用药天数(d),数值,参考备注,例:10,"低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(ATO)/复方黄黛片(RIF)(APL-4-2-1-5)等于""其他三氧化二砷用药方案""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他三氧化二砷用药天数填写值应大于等于0,
118,APL-4-2-1-11,其他RIF用药输注方式,字符串,参考备注,"例:""填写文字说明""","低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(ATO)/复方黄黛片(RIF)(APL-4-2-1-5)等于""其他复方黄黛片用药方案""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
119,APL-4-2-1-9,其他复方黄黛片用药(mg/kg/d),数值,参考备注,例:10,"低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(ATO)/复方黄黛片(RIF)(APL-4-2-1-5)等于""其他复方黄黛片用药方案""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他复方黄黛片用药填写值应大于等于0,
120,APL-4-2-1-10,其他复方黄黛片用药天数(d),数值,参考备注,例:10,"低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(ATO)/复方黄黛片(RIF)(APL-4-2-1-5)等于""其他复方黄黛片用药方案""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他复方黄黛片用药天数填写值应大于等于0,
121,APL-4-2-1-12,其他治疗药品名称,字符串,参考备注,"例:""填写文字说明""","低危组 巩固治疗方案(APL-4-2-1)等于""其他治疗用药""(oth)时必填;","低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
122,APL-4-2-1-13,其他治疗用药输注方式,字符串,参考备注,"例:""填写文字说明""","低危组 巩固治疗方案(APL-4-2-1)等于""其他治疗用药""(oth)时必填;","低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
123,APL-4-2-1-14,其他治疗用药(mg/m²/d ),数值,参考备注,例:10,"低危组 巩固治疗方案(APL-4-2-1)等于""其他治疗用药""(oth)时必填;","低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药(mg/kg/d)(APL-4-2-1-15)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药填写值应大于等于0
124,APL-4-2-1-15,其他治疗用药(mg/kg/d),数值,参考备注,例:10,"低危组 巩固治疗方案(APL-4-2-1)等于""其他治疗用药""(oth)时必填;","低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药(mg/m²/d )(APL-4-2-1-14)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药填写值应大于等于0
125,APL-4-2-1-16,其他治疗用药天数(d ),数值,参考备注,例:10,"低危组 巩固治疗方案(APL-4-2-1)等于""其他治疗用药""(oth)时必填;","低危组 巩固治疗方案(APL-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药天数填写值应大于等于0,
126,APL-4-2-2,高危组 巩固治疗方案,数组,参考备注,"例:[""a"",""b""]","缓解后巩固治疗方案的组别选择(APL-4-1-2)等于""高危组""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-4-2-2选择代码表,
127,APL-4-2-2-1,全反式维甲酸（ATRA）,数组,参考备注,"例:[""a"",""oth""]","高危组 巩固治疗方案(APL-4-2-2)等于""ATRA""(a)时必填;","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-4-2-2-1选择代码表
128,APL-4-2-2-4,其他ATRA用药输注方式,字符串,参考备注,"例:""填写文字说明""","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","全反式维甲酸（ATRA）(APL-4-2-2-1)等于""其他全反式维甲酸用药方案""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
129,APL-4-2-2-2,其他全反式维甲酸用药(mg/m²/d),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","全反式维甲酸（ATRA）(APL-4-2-2-1)等于""其他全反式维甲酸用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他全反式维甲酸用药填写值应大于等于0,
130,APL-4-2-2-3,其他全反式维甲酸用药天数(d),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","全反式维甲酸（ATRA）(APL-4-2-2-1)等于""其他全反式维甲酸用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他全反式维甲酸用药天数填写值应大于等于0,
131,APL-4-2-2-5,三氧化二砷(ATO)/复方黄黛片(RIF),数组,参考备注,"例:[""a"",""b""]","高危组 巩固治疗方案(APL-4-2-2)等于""ATO/RIF""(b)时必填;","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-4-2-2-5选择代码表
132,APL-4-2-2-8,其他ATO用药输注方式,字符串,参考备注,"例:""填写文字说明""","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(ATO)/复方黄黛片(RIF)(APL-4-2-2-5)等于""其他三氧化二砷用药方案""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
133,APL-4-2-2-6,其他三氧化二砷用药(mg/kg/d),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(ATO)/复方黄黛片(RIF)(APL-4-2-2-5)等于""其他三氧化二砷用药方案""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他三氧化二砷用药填写值应大于等于0,
134,APL-4-2-2-7,其他三氧化二砷用药天数(d),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(ATO)/复方黄黛片(RIF)(APL-4-2-2-5)等于""其他三氧化二砷用药方案""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他三氧化二砷用药天数填写值应大于等于0,
135,APL-4-2-2-11,其他RIF用药输注方式,字符串,参考备注,"例:""填写文字说明""","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(ATO)/复方黄黛片(RIF)(APL-4-2-2-5)等于""其他复方黄黛片用药方案""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
136,APL-4-2-2-9,其他复方黄黛片用药(mg/kg/d),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(ATO)/复方黄黛片(RIF)(APL-4-2-2-5)等于""其他复方黄黛片用药方案""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他复方黄黛片用药填写值应大于等于0,
137,APL-4-2-2-10,其他复方黄黛片用药天数(d),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(ATO)/复方黄黛片(RIF)(APL-4-2-2-5)等于""其他复方黄黛片用药方案""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他复方黄黛片用药天数填写值应大于等于0,
138,APL-4-2-2-12,去甲氧柔红霉素(IDA)/柔红霉素(DNR),数组,参考备注,"例:[""a"",""b""]","高危组 巩固治疗方案(APL-4-2-2)等于""IDA/DNR""(c)时必填;","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-4-2-2-12选择代码表
139,APL-4-2-2-13,其他IDA用药输注方式,字符串,参考备注,"例:""填写文字说明""","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(IDA)/柔红霉素(DNR)(APL-4-2-2-12)等于""其他去甲氧柔红霉素用药方案""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
140,APL-4-2-2-14,其他去甲氧柔红霉素用药(mg/m²/d),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(IDA)/柔红霉素(DNR)(APL-4-2-2-12)等于""其他去甲氧柔红霉素用药方案""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他去甲氧柔红霉素用药填写值应大于等于0,
141,APL-4-2-2-15,其他去甲氧柔红霉素用药天数(d),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(IDA)/柔红霉素(DNR)(APL-4-2-2-12)等于""其他去甲氧柔红霉素用药方案""(c)时必填;","其他去甲氧柔红霉素用药每隔日次数(qod)(APL-4-2-2-16)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他去甲氧柔红霉素用药天数填写值应大于等于0
142,APL-4-2-2-16,其他去甲氧柔红霉素用药每隔日次数(qod),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(IDA)/柔红霉素(DNR)(APL-4-2-2-12)等于""其他去甲氧柔红霉素用药方案""(c)时可填写;","其他去甲氧柔红霉素用药天数(d)(APL-4-2-2-15)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他去甲氧柔红霉素用药每隔日次数填写值应大于等于0
143,APL-4-2-2-17,其他DNR用药输注方式,字符串,参考备注,"例:""填写文字说明""","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(IDA)/柔红霉素(DNR)(APL-4-2-2-12)等于""其他柔红霉素用药方案""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
144,APL-4-2-2-18,其他柔红霉素用药(mg/m²/d),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(IDA)/柔红霉素(DNR)(APL-4-2-2-12)等于""其他柔红霉素用药方案""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他柔红霉素用药填写值应大于等于0,
145,APL-4-2-2-19,其他柔红霉素用药天数(d),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(IDA)/柔红霉素(DNR)(APL-4-2-2-12)等于""其他柔红霉素用药方案""(d)时必填;","其他柔红霉素用药每隔日次数(qod)(APL-4-2-2-20)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他柔红霉素用药天数填写值应大于等于0
146,APL-4-2-2-20,其他柔红霉素用药每隔日次数(qod),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(IDA)/柔红霉素(DNR)(APL-4-2-2-12)等于""其他柔红霉素用药方案""(d)时可填写;","其他柔红霉素用药天数(d)(APL-4-2-2-19)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他柔红霉素用药每隔日次数填写值应大于等于0
147,APL-4-2-2-21,其他治疗药品名称,字符串,参考备注,"例:""填写文字说明""","高危组 巩固治疗方案(APL-4-2-2)等于""其他治疗用药""(oth)时必填;","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
148,APL-4-2-2-22,其他治疗用药输注方式,字符串,参考备注,"例:""填写文字说明""","高危组 巩固治疗方案(APL-4-2-2)等于""其他治疗用药""(oth)时必填;","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
149,APL-4-2-2-23,其他治疗用药(mg/m²/d ),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""其他治疗用药""(oth)时必填;","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药(mg/kg/d)(APL-4-2-2-24)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药填写值应大于等于0
150,APL-4-2-2-24,其他治疗用药(mg/kg/d),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""其他治疗用药""(oth)时必填;","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药(mg/m²/d )(APL-4-2-2-23)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药填写值应大于等于0
151,APL-4-2-2-25,其他治疗用药天数(d),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""其他治疗用药""(oth)时必填;","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药每隔日次数(qod)(APL-4-2-2-26)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药天数填写值应大于等于0
152,APL-4-2-2-26,其他治疗用药每隔日次数(qod),数值,参考备注,例:10,"高危组 巩固治疗方案(APL-4-2-2)等于""其他治疗用药""(oth)时可填写;","高危组 巩固治疗方案(APL-4-2-2)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药天数(d)(APL-4-2-2-25)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药每隔日次数填写值应大于等于0
153,APL-5-1-1,复查的检查项目,数组,是,"例:[""a"",""b""]",见,APL-5-1-1选择代码表,,,
154,APL-5-1-1-1,复查的其他检查项目,字符串,参考备注,"例:""填写文字说明""","复查的检查项目(APL-5-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
155,APL-5-1-2,完成上述复查中最末一项的日期,字符串,是,"例:""1970-01-01""",,,,,
156,APL-5-2-1,评估后治疗意见,数组,是,"例:[""a"",""b""]",见,APL-5-2-1选择代码表,,,
157,APL-5-2-1-1,其他评估意见,字符串,参考备注,"例:""填写文字说明""","评估后治疗意见(APL-5-2-1)等于""其他评估意见""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,,
158,APL-6-1-1,有无诱导治疗后并发症,字符串,是,"例:""UTD""",默认初始化值:UTD见,APL-6-1-1选择代码表,,,
159,APL-6-1-2,术后并发症/不良反应,数组,参考备注,"例:[""a"",""b""]","有无诱导治疗后并发症(APL-6-1-1)等于""有""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-6-1-2选择代码表,
160,APL-6-1-2-1,其他术后并发症/不良反应,字符串,参考备注,"例:""填写文字说明""","术后并发症/不良反应(APL-6-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,,
161,APL-6-1-3,有无不良反应的防治/治疗措施,字符串,参考备注,"例:""UTD""","有无诱导治疗后并发症(APL-6-1-1)等于""有""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,APL-6-1-3选择代码表,
162,APL-6-1-4,弥散性血管内凝血(DIC)的预防及治疗,数组,参考备注,"例:[""a"",""b""]","有无不良反应的防治/治疗措施(APL-6-1-3)等于""有""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-6-1-4选择代码表,
163,APL-6-1-4-1,其他预防及治疗措施,字符串,参考备注,"例:""填写文字说明""","弥散性血管内凝血(DIC)的预防及治疗(APL-6-1-4)等于""其他预防及治疗措施""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,,
164,APL-6-1-5,分化综合征的预防及治疗,数组,参考备注,"例:[""a"",""b""]","有无不良反应的防治/治疗措施(APL-6-1-3)等于""有""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-6-1-5选择代码表,
165,APL-6-1-5-1,其他预防及治疗措施,字符串,参考备注,"例:""填写文字说明""","分化综合征的预防及治疗(APL-6-1-5)等于""其他预防及治疗措施""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,,
166,APL-6-2-1,有无药物毒副作用,字符串,是,"例:""UTD""",默认初始化值:UTD见,APL-6-2-1选择代码表,,,
167,APL-6-2-2,药物毒副作用,数组,参考备注,"例:[""a"",""b""]","有无药物毒副作用(APL-6-2-1)等于""有""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-6-2-2选择代码表,
168,APL-6-2-2-1,药物毒副其他作用,字符串,参考备注,"例:""填写文字说明""","药物毒副作用(APL-6-2-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
169,APL-6-3-1,是否有WHO化疗毒副作用评估,字符串,参考备注,"例:""UTD""","有无药物毒副作用(APL-6-2-1)等于""有""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,APL-6-3-1选择代码表,
170,APL-6-3-2,粘膜损害程度,字符串,参考备注,"例:""a""","是否有WHO化疗毒副作用评估(APL-6-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-6-3-2选择代码表,
171,APL-6-3-3,感染程度,字符串,参考备注,"例:""a""","是否有WHO化疗毒副作用评估(APL-6-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-6-3-3选择代码表,
172,APL-6-3-4,肝功能损伤,字符串,参考备注,"例:""a""","是否有WHO化疗毒副作用评估(APL-6-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-6-3-4选择代码表,
173,APL-6-3-5,肾功能损伤,字符串,参考备注,"例:""a""","是否有WHO化疗毒副作用评估(APL-6-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-6-3-5选择代码表,
174,APL-6-3-6,胃肠道反应,字符串,参考备注,"例:""a""","是否有WHO化疗毒副作用评估(APL-6-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-6-3-6选择代码表,
175,CM-1-1-1,是否使用预防性抗菌药物,字符串,是,"例:""y""",见,CM-1-1-1选择代码表,,,
176,CM-1-2-1-2,预防性抗菌药物选择,数组,参考备注,"例:[""a"",""b""]","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-1-2选择代码表,
177,APL-7-2-1,抗霉菌药物选择,数组,参考备注,"例:[""a"",""b""]","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-7-2-1选择代码表,
178,APL-7-2-1-1,其他抗霉菌药物,字符串,参考备注,"例:""填写文字说明""","抗霉菌药物选择(APL-7-2-1)等于""其他抗霉菌药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
179,CM-1-2-2-2,选择碳青霉烯类及替加环素等特殊使用级抗菌药物,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-2-2选择代码表,
180,CM-1-2-2-1,其他特殊使用级抗菌药物名称,字符串,参考备注,"例:""填写文字说明""","选择碳青霉烯类及替加环素等特殊使用级抗菌药物 (CM-1-2-2-2)等于""其他特殊使用级抗菌药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
181,CM-1-3-1-2,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;","预防性抗菌药物选择(CM-1-2-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-3-1-2选择代码表
182,CM-1-3-1-1,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素填写,字符串,参考备注,"例:""填写文字说明""","选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素(CM-1-3-1-2)等于""其他因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
183,CM-1-4-1,使用首剂抗菌药物起始时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
184,CM-1-6-1,术后抗菌药物停止使用时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,术后抗菌药物停止使用时间应大于等于使用首剂抗菌药物起始时间,,
