序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
139,GLI-13-1-2-5-3,压疮评估无法确定或无记录,数组,参考备注,"例:[""UTD""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-1-2-5-3选择代码表,
140,GLI-13-1-2-5,压疮评估（Braden评分值）分值,数值,参考备注,例:10,"压疮评估无法确定或无记录(GLI-13-1-2-5-3)大于等于""无法确定或无记录""(UTD)时无需填写;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
141,GLI-13-1-2-5-1,压疮评估结果选择,字符串,否,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",见,GLI-13-1-2-5-1选择代码表,,
142,GLI-13-1-2-5-2,是否进行预防压疮告知,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-1-2-5-2选择代码表,
143,GLI-13-1-6,神经系统评估,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-1-6选择代码表,
144,GLI-13-1-3-2,实施术前健康教育有记录,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-1-3-2选择代码表,
145,GLI-13-1-3-2-1,其它术前健康教育记录,字符串,参考备注,"例:""填写文字说明""","实施术前健康教育有记录(GLI-13-1-3-2)等于""其他""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
146,GLI-13-1-3-3,实施术后健康教育有记录,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-1-3-3选择代码表,
147,GLI-13-1-3-3-1,其它术后健康教育记录,字符串,参考备注,"例:""填写文字说明""","实施术后健康教育有记录(GLI-13-1-3-3)等于""其他""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
148,GLI-13-2-2-1,交与患者“出院小结”的副本，并告知患者出院时风险因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-2-2-1选择代码表,
149,GLI-13-2-2-2,出院带药,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-2-2-2选择代码表,
150,GLI-13-2-2-3,告知发生紧急情况时求援救治途径,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-2-2-3选择代码表,
151,GLI-13-2-2-4,出院时教育与随访,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-2-2-4选择代码表,
152,GLI-13-2-2-5,告知何为风险因素与紧急情况,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-2-2-5选择代码表,
153,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,
154,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,
155,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
156,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,
157,CM-5-1,患者是否对服务的体验与评价,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-1选择代码表,
158,CM-5-2-1,整体医院评级,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-1选择代码表
159,CM-5-2-2,患者推荐,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表
160,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表
161,CM-5-2-5,病房与周边噪音,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-5选择代码表
162,CM-5-2-6,医生沟通,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-6选择代码表
163,CM-5-2-7,护士沟通,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-7选择代码表
164,CM-5-2-8,药师沟通,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-8选择代码表
165,CM-5-2-9,康复计划,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-9选择代码表
166,CM-5-2-10,出院时的知情告知,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-10选择代码表
167,CM-5-2-11,膳食评价,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-11选择代码表
168,CM-6-1,住院总费用,数值,是,例:10,住院总费用要大于0;,住院总费用要小于1000000;,住院总费用应大于等于各项费用之和,,
169,CM-6-2,住院总费用其中自付金额,数值,是,例:10,自付金额要,自付金额应≤住院总费用,,,
170,CM-6-3,一般医疗服务费,数值,是,例:10,一般医疗服务费要,,,,
171,CM-6-4,一般治疗操作费,数值,是,例:10,一般治疗操作费要,,,,
172,CM-6-5,护理费,数值,是,例:10,护理费要,,,,
173,CM-6-6,综合医疗服务类其他费用,数值,是,例:10,综合医疗服务类其他费用要≥0,,,,
174,CM-6-7,病理诊断费,数值,是,例:10,病理诊断费要≥0,,,,
175,CM-6-8,实验室诊断费,数值,是,例:10,实验室诊断费要≥0,,,,
176,CM-6-9,影像学诊断费,数值,是,例:10,影像学诊断费要≥0,,,,
177,CM-6-10,临床诊断项目费,数值,是,例:10,临床诊断项目费要≥0,,,,
178,CM-6-11,非手术治疗项目费,数值,是,例:10,非手术治疗项目费要≥0,,,,
179,CM-6-12,其中：临床物理治疗费,数值,是,例:10,临床物理治疗费要≥0,,,,
180,CM-6-13,手术治疗费,数值,是,例:10,手术治疗费要≥0,,,,
181,CM-6-14,其中：麻醉费,数值,是,例:10,麻醉费要≥0,,,,
182,CM-6-15,其中：手术费,数值,是,例:10,手术费要≥0,,,,
183,CM-6-16,康复费,数值,是,例:10,康复费要≥0,,,,
184,CM-6-17,中医治疗费,数值,是,例:10,中医治疗费要≥0,,,,
185,CM-6-18,西药费,数值,是,例:10,西药费要≥0,,,,
186,CM-6-19,其中：抗菌药物费,数值,是,例:10,抗菌药物费要≥0,,,,
187,CM-6-20,中成药费,数值,是,例:10,中成药费要≥0,,,,
188,CM-6-21,中草药费,数值,是,例:10,中草药费要≥0,,,,
189,CM-6-22,血费,数值,是,例:10,血费要≥0,,,,
190,CM-6-23,白蛋白类制品费,数值,是,例:10,白蛋白类制品费要≥0,,,,
191,CM-6-24,球蛋白类制品费,数值,是,例:10,球蛋白类制品费要≥0,,,,
192,CM-6-25,凝血因子类制品费,数值,是,例:10,凝血因子类制品费要≥0,,,,
193,CM-6-26,细胞因子类制品费,数值,是,例:10,细胞因子类制品费要≥0,,,,
194,CM-6-27,检查用一次性医用材料费,数值,是,例:10,检查用一次性医用材料费要≥0,,,,
195,CM-6-28,治疗用一次性医用材料费,数值,是,例:10,治疗用一次性医用材料费要≥0,,,,
196,CM-6-29,手术用一次性医用材料费,数值,是,例:10,手术用一次性医用材料费要≥0,,,,
,CM-6-30,其他费,数值,是,例:10,其他费要≥0,,,,
