序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
129,HF-7-1-2-1,其他常用利尿剂,字符串,参考备注,"例:""填写文字说明""","常用利尿剂药物(HF-7-1-2)等于""其他利尿剂""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
130,HF-7-2-1,出院带药医嘱中是否有继续使用ACEI或ARB药物记录医嘱,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-7-2-1选择代码表,
131,HF-7-2-2,使用ACEI抑制剂或者ARB或者ARNI类药物选择,字符串,参考备注,"例:""a""","出院带药医嘱中是否有继续使用ACEI或ARB药物记录医嘱(HF-7-2-1)等于""是""(y)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-7-2-2选择代码表
132,HF-7-2-2-A,ACE抑制剂药物,字符串,参考备注,"例:""f""","使用ACEI抑制剂或者ARB或者ARNI类药物选择(HF-7-2-2)等于""使用ACE抑制剂药物""(a)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-7-2-2-A选择代码表
133,HF-7-2-2-A-1,其他ACEI药物,字符串,参考备注,"例:""填写文字说明""","ACE抑制剂药物(HF-7-2-2-A)等于""其他ACEI药物""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于50,
134,HF-7-2-2-B,ARB类药物,字符串,参考备注,"例:""f""","使用ACEI抑制剂或者ARB或者ARNI类药物选择(HF-7-2-2)等于""使用ARB类药物""(b)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-7-2-2-B选择代码表
135,HF-7-2-2-B-1,其他ARB药物填写,字符串,参考备注,"例:""填写文字说明""","ARB类药物(HF-7-2-2-B)等于""其他ARB药物""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于50,
136,HF-7-2-2-C,使用血管紧张素受体脑啡肽酶抑制剂（ARNI）类药物的选择,字符串,参考备注,"例:""a""","使用ACEI抑制剂或者ARB或者ARNI类药物选择(HF-7-2-2)等于""使用血管紧张素受体脑啡肽酶抑制剂（ARNI）类药物""(c)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-7-2-2-C选择代码表
137,HF-7-2-2-C-1,其他使用血管紧张素受体脑啡肽酶抑制剂（ARNI）类药物,字符串,参考备注,"例:""填写文字说明""","使用血管紧张素受体脑啡肽酶抑制剂（ARNI）类药物的选择(HF-7-2-2-C)等于""其他ARNI药物""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
138,HF-7-3-1,出院带药医嘱中是否有继续使用β受体阻滞剂药物医嘱,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-7-3-1选择代码表,
139,HF-7-3-2,使用首剂β-受体阻滞剂药物,字符串,参考备注,"例:""a""","出院带药医嘱中是否有继续使用β受体阻滞剂药物医嘱(HF-7-3-1)等于""是""(y)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-7-3-2选择代码表
140,HF-7-3-2-1,其他β-受体阻滞剂药物填写,字符串,参考备注,"例:""填写文字说明""","使用首剂β-受体阻滞剂药物(HF-7-3-2)等于""其他β-受体阻滞剂药物""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于50,
141,HF-7-4-1,出院带药医嘱中是否有继续使用醛固酮拮抗剂药物医嘱,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-7-4-1选择代码表,
142,HF-7-4-2,使用醛固酮受体拮抗剂,字符串,参考备注,"例:""a""","出院带药医嘱中是否有继续使用醛固酮拮抗剂药物医嘱(HF-7-4-1)等于""是""(y)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-7-4-2选择代码表
143,HF-7-4-2-1,其他醛固酮受体拮抗剂,字符串,参考备注,"例:""填写文字说明""","使用醛固酮受体拮抗剂(HF-7-4-2)等于""其他醛固酮受体拮抗剂类药物（列出药品通用名）""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
144,HF-7-5-1,出院带药医嘱中是否有继续使用使用抗凝药物医嘱,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-7-5-1选择代码表,
145,HF-7-5-2,选择抗凝药物,字符串,参考备注,"例:""a""","出院带药医嘱中是否有继续使用使用抗凝药物医嘱(HF-7-5-1)等于""是""(y)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-7-5-2选择代码表
146,HF-7-5-2-1,其他抗凝药物,字符串,参考备注,"例:""填写文字说明""","选择抗凝药物(HF-7-5-2)等于""其他抗凝药物（列出药品通用名）""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
147,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,
148,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,
149,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
150,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,
151,HF-8-1-1,是否有吸烟史,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-8-1-1选择代码表,
152,HF-8-1-2,吸烟程度评估有记录,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","是否有吸烟史(HF-8-1-1)等于""是, 近一年内有吸烟史，烟草使用状况""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HF-8-1-2选择代码表
153,HF-8-1-3,接受戒烟的建议或者戒烟治疗有记录,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","是否有吸烟史(HF-8-1-1)等于""是, 近一年内有吸烟史，烟草使用状况""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HF-8-1-3选择代码表
154,HF-8-2-1-A,心衰原发疾病评估与教育,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-8-2-1-A选择代码表,
155,HF-8-2-1-3,心衰原发其他疾病,字符串,参考备注,"例:""填写文字说明""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","心衰原发疾病评估与教育(HF-8-2-1-A)等于""心衰原发其他疾病""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
156,HF-8-2-1-B,实施控制主要危险因素评估与教育,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-8-2-1-B选择代码表,
157,HF-8-2-2,对控制危险因素评估的结果进行针对性的教育,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-8-2-2选择代码表,
158,HF-8-3,二级预防,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-8-3选择代码表,
159,HF-8-4-1,交与患者“出院小结”的副本告知患者出院时风险因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-8-4-1选择代码表,
160,HF-8-4-2,出院带药,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-8-4-2选择代码表,
161,HF-8-4-3,告知发生紧急情况时求援救治途径,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-8-4-3选择代码表,
162,HF-8-4-4,出院时教育与随访,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-8-4-4选择代码表,
163,HF-8-4-5,告知何为风险因素与紧急情况,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-8-4-5选择代码表,
164,HF-9-2-1-1,实施末次X线胸片检查,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-9-2-1-1选择代码表,
165,HF-9-2-1-2,是否有肺淤血或肺水肿,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","实施末次X线胸片检查(HF-9-2-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HF-9-2-1-2选择代码表
166,HF-9-2-2-1,是否实施末次超声心动图(CDFA)检查,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-9-2-2-1选择代码表,
167,HF-9-2-2-2-4,QRS宽度(ms),数值,参考备注,例:10,"离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","是否实施末次超声心动图(CDFA)检查(HF-9-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,QRS宽度应大于等于0ms,
168,HF-9-2-2-2-1,左室射血分（LVEF）测量值(%),数值,参考备注,例:10,"离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","是否实施末次超声心动图(CDFA)检查(HF-9-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
169,HF-9-2-2-2-2,左室射血分数评估结论,字符串,否,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","是否实施末次超声心动图(CDFA)检查(HF-9-2-2-1)等于""是""(y)时必填;",见,HF-9-2-2-2-2选择代码表,
170,HF-9-2-2-2-3,是否有左心室室壁瘤,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","是否实施末次超声心动图(CDFA)检查(HF-9-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HF-9-2-2-2-3选择代码表
171,HF-9-2-3-1,实施末次风险程度评估,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-9-2-3-1选择代码表,
172,HF-9-2-3-2-AB,末次风险程度评估,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","实施末次风险程度评估(HF-9-2-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HF-9-2-3-2-AB选择代码表
173,HF-9-2-3-2,NYHA分级结果,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","末次风险程度评估(HF-9-2-3-2-AB)等于""NYHA分级结果""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HF-9-2-3-2选择代码表
174,HF-9-2-3-3,Killip分级评估结果,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","末次风险程度评估(HF-9-2-3-2-AB)等于""Killip分级评估结果""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HF-9-2-3-3选择代码表
175,HF-9-2-4-1,实施末次检测,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-9-2-4-1选择代码表,
176,HF-9-2-4-2,末次检测选择,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","实施末次检测(HF-9-2-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HF-9-2-4-2选择代码表
177,HF-9-2-4-2-1,肌钙蛋白T（TnT）检测值(ng/mL),数值,参考备注,例:10,"离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","末次检测选择(HF-9-2-4-2)等于""肌钙蛋白T（TnT）""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
178,HF-9-2-4-2-2,肌钙蛋白I（TnI）检测值(ng/mL),数值,参考备注,例:10,"离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","末次检测选择(HF-9-2-4-2)等于""肌钙蛋白I（TnI）""(b)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,
179,HF-9-2-4-2-3,肌酸激酶同工酶（CK-MB）检测值(ng/mL),数值,参考备注,例:10,"离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","末次检测选择(HF-9-2-4-2)等于""肌酸激酶同工酶（CK-MB）""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
180,HF-9-2-4-2-4,心肌肌红蛋白（Myo）检测值(ng/mL),数值,参考备注,例:10,"离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","末次检测选择(HF-9-2-4-2)等于""心肌肌红蛋白（Myo）""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
181,HF-9-2-4-2-5,B型钠尿肽（BNP）检测值(ng/L),数值,参考备注,例:10,"离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","末次检测选择(HF-9-2-4-2)等于""B型钠尿肽（BNP）""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
182,HF-9-2-4-2-6,N端B型钠尿肽前体（NT-ProBNP）检测值(ng/L),数值,参考备注,例:10,"离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","末次检测选择(HF-9-2-4-2)等于""N端B型钠尿肽前体（NT-ProBNP）""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
183,CM-5-1,患者是否对服务的体验与评价,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-1选择代码表,
184,CM-5-2-1,整体医院评级,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-1选择代码表
185,CM-5-2-2,患者推荐,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表
186,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表
187,CM-5-2-5,病房与周边噪音,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-5选择代码表
188,CM-5-2-6,医生沟通,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-6选择代码表
189,CM-5-2-7,护士沟通,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-7选择代码表
190,CM-5-2-8,药师沟通,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-8选择代码表
191,CM-5-2-9,康复计划,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-9选择代码表
192,CM-5-2-10,出院时的知情告知,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-10选择代码表
193,CM-5-2-11,膳食评价,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-11选择代码表
194,HF-11-4-1,心脏再同步化临床应用符合适应症,字符串,否,"例:""y""",若该字段无相应取值，则接口中不必提交该字段,见,HF-11-4-1选择代码表,,
195,HF-11-1-1,CRT临床应用的适应证（Ⅰ类）选择,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,HF-11-1-1选择代码表,,
196,HF-11-1-2,安装心脏再同步治疗（CRT）装置,字符串,否,"例:""a""",若该字段无相应取值，则接口中不必提交该字段,见,HF-11-1-2选择代码表,,
197,HF-11-1-3,安装日期时间,字符串,否,"例:""1970-01-01 12:00""",若该字段无相应取值，则接口中不必提交该字段,,,,
198,HF-11-1-4-1,心脏再同步治疗（CRT）装置生产企业,字符串,否,"例:""填写文字说明""",若该字段无相应取值，则接口中不必提交该字段,,,,
199,HF-11-1-4-2,心脏再同步治疗（CRT）装置型号,字符串,否,"例:""填写文字说明""",若该字段无相应取值，则接口中不必提交该字段,,,,
200,HF-11-1-4-3,心脏再同步治疗（CRT）装置的费用(元),数值,否,例:10,若该字段无相应取值，则接口中不必提交该字段,,,,
201,HF-11-5-1,是否有在药物优化治疗超过3个月后实施埋藏式心律转复除颤器（ICD）的记录,字符串,否,"例:""y1""",若该字段无相应取值，则接口中不必提交该字段,见,HF-11-5-1选择代码表,,
202,HF-11-5-2,心衰患者植入ICD适应证,字符串,否,"例:""a""",若该字段无相应取值，则接口中不必提交该字段,见,HF-11-5-2选择代码表,,
203,HF-11-5-4,二级预防适应证,字符串,参考备注,"例:""a""","心衰患者植入ICD适应证(HF-11-5-2)等于""二级预防""(b)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-11-5-4选择代码表,
204,HF-11-5-3,一级预防适应证,字符串,参考备注,"例:""a""","心衰患者植入ICD适应证(HF-11-5-2)等于""一级预防""(a)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-11-5-3选择代码表,
205,HF-11-5-3-1,缺血性心脏病患者,字符串,参考备注,"例:""a""","一级预防适应证(HF-11-5-3)等于""缺血性心脏病患者，优化药物治疗至少3个月，心肌梗死后至少40 d及血运重建至少90 d，预期生存期&gt;1年""(a)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-11-5-3-1选择代码表,
206,HF-11-5-3-2,非缺血性心衰患者,字符串,参考备注,"例:""a""","一级预防适应证(HF-11-5-3)等于""非缺血性心衰患者，优化药物治疗至少3个月，预期生存期&gt;1年""(b)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,HF-11-5-3-2选择代码表,
207,HF-11-2-2,是否安装埋藏式心律转复除颤器（ICD）装置,字符串,否,"例:""y""",若该字段无相应取值，则接口中不必提交该字段,见,HF-11-2-2选择代码表,,
208,HF-11-2-3,安装日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否安装埋藏式心律转复除颤器（ICD）装置(HF-11-2-2)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,
209,HF-11-2-4-1,埋藏式心律转复除颤器（ICD）装置生产企业,字符串,参考备注,"例:""填写文字说明""","是否安装埋藏式心律转复除颤器（ICD）装置(HF-11-2-2)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,
210,HF-11-2-4-2,埋藏式心律转复除颤器（ICD）装置型号,字符串,参考备注,"例:""填写文字说明""","是否安装埋藏式心律转复除颤器（ICD）装置(HF-11-2-2)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,
211,HF-11-2-5,埋藏式心律转复除颤器（ICD）装置的费用(元),数值,参考备注,例:10,"是否安装埋藏式心律转复除颤器（ICD）装置(HF-11-2-2)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,
212,HF-11-3-1,通过优化流程实现从医院到社区的无缝衔接,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,HF-11-3-1选择代码表,,
213,CM-6-1,住院总费用,数值,是,例:10,住院总费用要大于0;,住院总费用要小于1000000;,住院总费用应大于等于各项费用之和,,
214,CM-6-2,住院总费用其中自付金额,数值,是,例:10,自付金额要,自付金额应≤住院总费用,,,
215,CM-6-3,一般医疗服务费,数值,是,例:10,一般医疗服务费要,,,,
216,CM-6-4,一般治疗操作费,数值,是,例:10,一般治疗操作费要,,,,
217,CM-6-5,护理费,数值,是,例:10,护理费要,,,,
218,CM-6-6,综合医疗服务类其他费用,数值,是,例:10,综合医疗服务类其他费用要≥0,,,,
219,CM-6-7,病理诊断费,数值,是,例:10,病理诊断费要≥0,,,,
220,CM-6-8,实验室诊断费,数值,是,例:10,实验室诊断费要≥0,,,,
221,CM-6-9,影像学诊断费,数值,是,例:10,影像学诊断费要≥0,,,,
222,CM-6-10,临床诊断项目费,数值,是,例:10,临床诊断项目费要≥0,,,,
223,CM-6-11,非手术治疗项目费,数值,是,例:10,非手术治疗项目费要≥0,,,,
224,CM-6-12,其中：临床物理治疗费,数值,是,例:10,临床物理治疗费要≥0,,,,
225,CM-6-13,手术治疗费,数值,是,例:10,手术治疗费要≥0,,,,
226,CM-6-14,其中：麻醉费,数值,是,例:10,麻醉费要≥0,,,,
227,CM-6-15,其中：手术费,数值,是,例:10,手术费要≥0,,,,
228,CM-6-16,康复费,数值,是,例:10,康复费要≥0,,,,
229,CM-6-17,中医治疗费,数值,是,例:10,中医治疗费要≥0,,,,
230,CM-6-18,西药费,数值,是,例:10,西药费要≥0,,,,
231,CM-6-19,其中：抗菌药物费,数值,是,例:10,抗菌药物费要≥0,,,,
232,CM-6-20,中成药费,数值,是,例:10,中成药费要≥0,,,,
233,CM-6-21,中草药费,数值,是,例:10,中草药费要≥0,,,,
234,CM-6-22,血费,数值,是,例:10,血费要≥0,,,,
235,CM-6-23,白蛋白类制品费,数值,是,例:10,白蛋白类制品费要≥0,,,,
236,CM-6-24,球蛋白类制品费,数值,是,例:10,球蛋白类制品费要≥0,,,,
237,CM-6-25,凝血因子类制品费,数值,是,例:10,凝血因子类制品费要≥0,,,,
238,CM-6-26,细胞因子类制品费,数值,是,例:10,细胞因子类制品费要≥0,,,,
239,CM-6-27,检查用一次性医用材料费,数值,是,例:10,检查用一次性医用材料费要≥0,,,,
240,CM-6-28,治疗用一次性医用材料费,数值,是,例:10,治疗用一次性医用材料费要≥0,,,,
241,CM-6-29,手术用一次性医用材料费,数值,是,例:10,手术用一次性医用材料费要≥0,,,,
,CM-6-30,其他费,数值,是,例:10,其他费要≥0,,,,
