序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,,
116,TC-5-2-3-1,其他促甲状腺素(TSH)抑制剂,字符串,参考备注,"例:""填写文字说明""","促甲状腺素(TSH)抑制剂的选择(TC-5-2-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
117,TC-5-2-4,治疗并发症的选择,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,TC-5-2-4选择代码表,,,
118,TC-5-2-4-1,其他治疗并发症,字符串,参考备注,"例:""填写文字说明""","治疗并发症的选择(TC-5-2-4)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
119,TC-5-2-5,术后核素治疗适应证的选择,字符串,否,"例:""a""",若该字段无相应取值，则接口中不必提交该字段,见,TC-5-2-5选择代码表,,,
120,TC-5-2-5-1,其他术后核素治疗适应证,字符串,参考备注,"例:""填写文字说明""","术后核素治疗适应证的选择(TC-5-2-5)等于""其他""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
121,TC-5-2-6,是否进行术后核素治疗,字符串,否,"例:""y""",若该字段无相应取值，则接口中不必提交该字段,见,TC-5-2-6选择代码表,,,
122,TC-6-1,是否输血,字符串,是,"例:""y""",见,TC-6-1选择代码表,,,,
123,TC-6-1-1,出血量(ml),数值,参考备注,例:10,"是否输血(TC-6-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
124,TC-6-1-2,输血量(ml),数值,参考备注,例:10,"是否输血(TC-6-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
125,TC-6-2-1,出血量(ml),数值,参考备注,例:10,"是否输血(TC-6-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
126,TC-6-2-2,输血量(ml),数值,参考备注,例:10,"是否输血(TC-6-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
127,CM-7-1-1,术前健康教育,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-1-1选择代码表,,,
128,CM-7-1-2,术后健康教育,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-1-2选择代码表,,,
129,TC-7-2-1,是否进行甲状腺复发风险评估,字符串,是,"例:""y""",见,TC-7-2-1选择代码表,,,,
130,TC-7-2-2,告知甲状腺癌复发风险评估结果,字符串,否,"例:""a""","是否进行甲状腺复发风险评估(TC-7-2-1)等于""是""(y)时可填写;",见,TC-7-2-2选择代码表,,,
131,CM-7-2-1,交与患者“出院小结”的副本告知患者出院时风险因素,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-2-1选择代码表,,,
132,CM-7-2-2,出院带药,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-2-2选择代码表,,,
133,CM-7-2-4,告知发生紧急意外情况或者疾病复发如何救治及前途经,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-2-4选择代码表,,,
134,CM-7-2-5,出院时教育与随访,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-2-5选择代码表,,,
135,CM-3-1,手术野皮肤准备常用方法的选择,字符串,是,"例:""a""",见,CM-3-1选择代码表,,,,
136,CM-3-2,使用含抗菌剂（三氯生）缝线,字符串,是,"例:""a""",见,CM-3-2选择代码表,,,,
137,CM-3-2-1,其他含抗菌剂缝线填写,字符串,参考备注,"例:""填写文字说明""","使用含抗菌剂（三氯生）缝线(CM-3-2)等于""其他含抗菌剂（三氯生）缝线""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
138,CM-3-3,手术切口类别的选择,字符串,是,"例:""a""",见,CM-3-3选择代码表,,,,
139,CM-3-4,手术切口愈合情况的选择,字符串,是,"例:""a""",见,CM-3-4选择代码表,,,,
140,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,,
141,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,,
142,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
143,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,,
144,CM-5-1,患者是否对服务的体验与评价,字符串,是,"例:""y""",见,CM-5-1选择代码表,,,,
145,CM-5-2-1,整体医院评级,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-1选择代码表,,
146,CM-5-2-2,患者推荐,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表,,
147,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表,,
148,CM-5-2-5,病房与周边噪音,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-5选择代码表,,
149,CM-5-2-6,医生沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-6选择代码表,,
150,CM-5-2-7,护士沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-7选择代码表,,
151,CM-5-2-8,药师沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-8选择代码表,,
152,CM-5-2-9,康复计划,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-9选择代码表,,
153,CM-5-2-10,出院时的知情告知,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-10选择代码表,,
154,CM-5-2-11,膳食评价,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-11选择代码表,,
155,CM-6-1,住院总费用,数值,是,例:10,住院总费用要大于0;,住院总费用要小于1000000;,住院总费用应大于等于各项费用之和,,,
156,CM-6-2,住院总费用其中自付金额,数值,是,例:10,自付金额要,自付金额应≤住院总费用,,,,
157,CM-6-3,一般医疗服务费,数值,是,例:10,一般医疗服务费要,,,,,
158,CM-6-4,一般治疗操作费,数值,是,例:10,一般治疗操作费要,,,,,
159,CM-6-5,护理费,数值,是,例:10,护理费要,,,,,
160,CM-6-6,综合医疗服务类其他费用,数值,是,例:10,综合医疗服务类其他费用要≥0,,,,,
161,CM-6-7,病理诊断费,数值,是,例:10,病理诊断费要≥0,,,,,
162,CM-6-8,实验室诊断费,数值,是,例:10,实验室诊断费要≥0,,,,,
163,CM-6-9,影像学诊断费,数值,是,例:10,影像学诊断费要≥0,,,,,
164,CM-6-10,临床诊断项目费,数值,是,例:10,临床诊断项目费要≥0,,,,,
165,CM-6-11,非手术治疗项目费,数值,是,例:10,非手术治疗项目费要≥0,,,,,
166,CM-6-12,其中：临床物理治疗费,数值,是,例:10,临床物理治疗费要≥0,,,,,
167,CM-6-13,手术治疗费,数值,是,例:10,手术治疗费要≥0,,,,,
168,CM-6-14,其中：麻醉费,数值,是,例:10,麻醉费要≥0,,,,,
169,CM-6-15,其中：手术费,数值,是,例:10,手术费要≥0,,,,,
170,CM-6-16,康复费,数值,是,例:10,康复费要≥0,,,,,
171,CM-6-17,中医治疗费,数值,是,例:10,中医治疗费要≥0,,,,,
172,CM-6-18,西药费,数值,是,例:10,西药费要≥0,,,,,
173,CM-6-19,其中：抗菌药物费,数值,是,例:10,抗菌药物费要≥0,,,,,
174,CM-6-20,中成药费,数值,是,例:10,中成药费要≥0,,,,,
175,CM-6-21,中草药费,数值,是,例:10,中草药费要≥0,,,,,
176,CM-6-22,血费,数值,是,例:10,血费要≥0,,,,,
177,CM-6-23,白蛋白类制品费,数值,是,例:10,白蛋白类制品费要≥0,,,,,
178,CM-6-24,球蛋白类制品费,数值,是,例:10,球蛋白类制品费要≥0,,,,,
179,CM-6-25,凝血因子类制品费,数值,是,例:10,凝血因子类制品费要≥0,,,,,
180,CM-6-26,细胞因子类制品费,数值,是,例:10,细胞因子类制品费要≥0,,,,,
181,CM-6-27,检查用一次性医用材料费,数值,是,例:10,检查用一次性医用材料费要≥0,,,,,
182,CM-6-28,治疗用一次性医用材料费,数值,是,例:10,治疗用一次性医用材料费要≥0,,,,,
183,CM-6-29,手术用一次性医用材料费,数值,是,例:10,手术用一次性医用材料费要≥0,,,,,
,CM-6-30,其他费,数值,是,例:10,其他费要≥0,,,,,
