序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,,
129,DPD-2-4-3-7,静脉铁剂治疗其他药物,字符串,参考备注,"例:""填写文字说明""","静脉铁剂治疗药物(DPD-2-4-3-6)等于""其他静脉铁剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
130,DPD-2-5-1-1,检验情况,数组,参考备注,"例:[""a"",""b""]","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-5-1-1选择代码表,,
131,DPD-2-5-1-2,血总钙检测值(mmol/L),数值,参考备注,例:10,"检验情况(DPD-2-5-1-1)等于""血总钙检测""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
132,DPD-2-5-1-3,血磷检测值(mmol/L),数值,参考备注,例:10,"检验情况(DPD-2-5-1-1)等于""血磷检测""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
133,DPD-2-5-1-4,IPTH检测值(pg/ml),数值,参考备注,例:10,"检验情况(DPD-2-5-1-1)等于""IPTH检测""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
134,DPD-2-5-1-5,项目完成日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
135,DPD-2-5-1-6,血总钙是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-5-1-6选择代码表,,
136,DPD-2-5-1-7,血磷是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-5-1-7选择代码表,,
137,DPD-2-5-1-8,全段甲状旁腺激素（IPTH）是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-5-1-8选择代码表,,
138,DPD-2-5-2-1,是否有MBD干预药治疗医嘱,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-5-2-1选择代码表,,
139,DPD-2-5-2-2,MBD干预药治疗医嘱起始日期,字符串,参考备注,"例:""1970-01-01""","是否有MBD干预药治疗医嘱(DPD-2-5-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
140,DPD-2-5-2-3,MBD干预药选择,数组,参考备注,"例:[""a"",""b""]","是否有MBD干预药治疗医嘱(DPD-2-5-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-5-2-3选择代码表,,
141,DPD-2-5-2-4,MBD干预药_维生素D及衍生物,数组,参考备注,"例:[""a"",""b""]","MBD干预药选择(DPD-2-5-2-3)等于""维生素D及衍生物""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-5-2-4选择代码表,,
142,DPD-2-5-2-5,其他维生素D及衍生物,字符串,参考备注,"例:""填写文字说明""","MBD干预药_维生素D及衍生物(DPD-2-5-2-4)等于""其他维生素D及衍生物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
143,DPD-2-5-2-6,MBD干预药_含钙的磷结合剂,数组,参考备注,"例:[""a"",""b""]","MBD干预药选择(DPD-2-5-2-3)等于""含钙的磷结合剂""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-5-2-6选择代码表,,
144,DPD-2-5-2-7,其他含钙的磷结合剂,字符串,参考备注,"例:""填写文字说明""","MBD干预药_含钙的磷结合剂(DPD-2-5-2-6)等于""其他含钙的磷结合剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
145,DPD-2-5-2-8,MBD干预药_含铝的磷结合剂,数组,参考备注,"例:[""a"",""b""]","MBD干预药选择(DPD-2-5-2-3)等于""含铝的磷结合剂""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-5-2-8选择代码表,,
146,DPD-2-5-2-9,其他含铝的磷结合剂,字符串,参考备注,"例:""填写文字说明""","MBD干预药_含铝的磷结合剂(DPD-2-5-2-8)等于""其他含铝的磷结合剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
147,DPD-2-5-2-10,MBD干预药_不含钙铝的磷结合剂,数组,参考备注,"例:[""a"",""b""]","MBD干预药选择(DPD-2-5-2-3)等于""不含钙铝的磷结合剂""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-5-2-10选择代码表,,
148,DPD-2-5-2-11,其他不含钙铝的磷结合剂,字符串,参考备注,"例:""填写文字说明""","MBD干预药_不含钙铝的磷结合剂(DPD-2-5-2-10)等于""其他不含钙铝的磷结合剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
149,DPD-2-5-2-12,MBD干预药_拟钙剂,数组,参考备注,"例:[""a"",""oth""]","MBD干预药选择(DPD-2-5-2-3)等于""拟钙剂""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-5-2-12选择代码表,,
150,DPD-2-5-2-13,其他拟钙剂,字符串,参考备注,"例:""填写文字说明""","MBD干预药_拟钙剂(DPD-2-5-2-12)等于""其他拟钙剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
151,DPD-2-6-1-1,血清白蛋白,数组,参考备注,"例:[""a""]","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-6-1-1选择代码表,,
152,DPD-2-6-1-2,血清白蛋白检测值(g/L ),数值,参考备注,例:10,"血清白蛋白(DPD-2-6-1-1)等于""血清白蛋白检测""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
153,DPD-2-6-1-3,项目完成日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
154,DPD-2-6-1-4,血清白蛋白是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-6-1-4选择代码表,,
155,DPD-2-6-2-1,是否有营养支持药物治疗医嘱,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;","血清白蛋白是否达标(DPD-2-6-1-4)等于""不达标""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-6-2-1选择代码表,
156,DPD-2-6-2-2,营养支持药物治疗医嘱起始日期,字符串,参考备注,"例:""1970-01-01""","是否有营养支持药物治疗医嘱(DPD-2-6-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
157,DPD-2-6-2-3,营养支持药物,数组,参考备注,"例:[""a"",""b""]","是否有营养支持药物治疗医嘱(DPD-2-6-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-6-2-3选择代码表,,
158,DPD-2-6-2-4,其他营养支持药物,字符串,参考备注,"例:""填写文字说明""","营养支持药物(DPD-2-6-2-3)等于""其他营养支持药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
159,DPD-2-7-1-2,身高(cm),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
160,DPD-2-7-1-3,体重(kg),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
161,DPD-2-7-1-4,体重指数(BMI),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时可填写;",若该字段无相应取值，则接口中不必提交该字段,体重指数应大于等于0,,,
162,DPD-2-7-1-5,体表面积(m²),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
163,DPD-2-7-1-6,总体水(V),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,总体水填写值应大于等于0,,,
164,DPD-2-7-1-7,血尿素氮(mmoL/L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,血尿素氮填写值应大于等于0,,,
165,DPD-2-7-1-8,血肌酐(μmoL/L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
166,DPD-2-7-1-9,24小时尿量(L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
167,DPD-2-7-1-10,24小时尿中尿素氮(mmoL/L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
168,DPD-2-7-1-11,24小时尿肌酐(μmoL/L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
169,DPD-2-7-1-12,24小时腹透液排出总量(L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
170,DPD-2-7-1-13,24小时透出液尿素氮(mmoL/L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
171,DPD-2-7-1-14,24小时透出液肌酐(μmoL/L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
172,DPD-2-7-1-18,每周透析天数(天),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
173,DPD-2-7-1-15,每周总Kt/V尿素清除指数,数值,否,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时可填写;",,,,,
174,DPD-2-7-1-16,总内生肌酐清除率（Ccr）,数值,否,例:10,"请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时可填写;",,,,,
175,DPD-2-7-1-17,完成日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
176,DPD-2-7-2-1,尿素清除指数 总ktv是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-7-2-1选择代码表,,
177,DPD-2-7-2-2,总内生肌酐清除率 总ccr是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-7-2-2选择代码表,,
178,DPD-2-8-1-1,是否有腹膜炎,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-8-1-1选择代码表,,
179,DPD-2-8-1-2,报告的日期,字符串,参考备注,"例:""1970-01-01""","是否有腹膜炎(DPD-2-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
180,DPD-2-8-1-3,感染类型,字符串,参考备注,"例:""a""","是否有腹膜炎(DPD-2-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-8-1-3选择代码表,,
181,DPD-2-8-1-4,病原检出,字符串,参考备注,"例:""a""","是否有腹膜炎(DPD-2-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-8-1-4选择代码表,,
182,DPD-2-8-1-5,培养结果,字符串,参考备注,"例:""a""","是否有腹膜炎(DPD-2-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-2-8-1-5选择代码表,,
183,DPD-2-8-2-1,腹膜炎患者透析龄(月),数值,参考备注,例:10,"是否有腹膜炎(DPD-2-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,腹膜炎患者透析龄填写值应大于等于0,,,
184,DPD-2-8-2-2,腹膜炎患者透析次数(次),数值,参考备注,例:10,"是否有腹膜炎(DPD-2-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,腹膜炎患者透析次数填写值应大于等于0,,,
185,DPD-2-8-2-3,患者腹膜炎次数（月/次）,数值,参考备注,例:10,"是否有腹膜炎(DPD-2-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
186,DPD-3-1-2-1,七月份腹膜透析治疗室消毒合格情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-1-2-1选择代码表,,
187,DPD-3-1-2-2,八月份腹膜透析治疗室消毒合格情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-1-2-2选择代码表,,
188,DPD-3-1-2-3,九月份腹膜透析治疗室消毒合格情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-1-2-3选择代码表,,
189,DPD-3-2-1-1,3季度/随访日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
190,DPD-3-2-1-2,3季度/腹透液种类,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-2-1-2选择代码表,,
191,DPD-3-2-1-3,3季度/腹膜透析模式,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-2-1-3选择代码表,,
192,DPD-3-2-2-1,3季度/血常规检验完成情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-2-2-1选择代码表,,
193,DPD-3-2-2-2,血常规检验完成日期,字符串,参考备注,"例:""1970-01-01""","3季度/血常规检验完成情况(DPD-3-2-2-1)等于""完成""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
194,DPD-3-2-2-3,3季度/血生化检验完成情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-2-2-3选择代码表,,
195,DPD-3-2-2-4,血生化检验完成日期,字符串,参考备注,"例:""1970-01-01""","3季度/血生化检验完成情况(DPD-3-2-2-3)等于""完成""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
196,DPD-3-3-1-2,血压SBP,数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
197,DPD-3-3-1-3,血压DBP,数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
198,DPD-3-3-1-4,项目完成日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
199,DPD-3-3-1-5,高血压是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-3-1-5选择代码表,,
200,DPD-3-3-2-1,是否有抗高血压药治疗医嘱,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;","高血压是否达标(DPD-3-3-1-5)等于""不达标""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-3-2-1选择代码表,
201,DPD-3-3-2-2,抗高血压药治疗医嘱起始日期,字符串,参考备注,"例:""1970-01-01""","是否有抗高血压药治疗医嘱(DPD-3-3-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
202,DPD-3-3-2-3,抗高血压药,数组,参考备注,"例:[""a"",""b""]","是否有抗高血压药治疗医嘱(DPD-3-3-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-3-2-3选择代码表,,
203,DPD-3-3-2-4,其他抗高血压药,字符串,参考备注,"例:""填写文字说明""","抗高血压药(DPD-3-3-2-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
204,DPD-3-4-1-1,血红蛋白,数组,参考备注,"例:[""a""]","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-4-1-1选择代码表,,
205,DPD-3-4-1-2,血红蛋白检测值(g/L ),数值,参考备注,例:10,"血红蛋白(DPD-3-4-1-1)等于""血常规 血红蛋白检测""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
206,DPD-3-4-1-3,项目完成日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
207,DPD-3-4-1-4,血红蛋白是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-4-1-4选择代码表,,
208,DPD-3-4-2-1,是否有ESA治疗医嘱,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;","血红蛋白是否达标(DPD-3-4-1-4)等于""不达标""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-4-2-1选择代码表,
209,DPD-3-4-2-2,ESA治疗医嘱起始日期,字符串,参考备注,"例:""1970-01-01""","是否有ESA治疗医嘱(DPD-3-4-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
210,DPD-3-4-2-3,ESA治疗药物,数组,参考备注,"例:[""a"",""b""]","是否有ESA治疗医嘱(DPD-3-4-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-4-2-3选择代码表,,
211,DPD-3-4-2-4,ESA治疗其他药物,字符串,参考备注,"例:""填写文字说明""","ESA治疗药物(DPD-3-4-2-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
212,DPD-3-4-3-1,是否有铁剂治疗医嘱,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;","血红蛋白是否达标(DPD-3-4-1-4)等于""不达标""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-4-3-1选择代码表,
213,DPD-3-4-3-2,铁剂治疗医嘱起始日期,字符串,参考备注,"例:""1970-01-01""","是否有铁剂治疗医嘱(DPD-3-4-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
214,DPD-3-4-3-3,铁剂治疗选择,字符串,参考备注,"例:""a""","是否有铁剂治疗医嘱(DPD-3-4-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-4-3-3选择代码表,,
215,DPD-3-4-3-4,口服铁剂治疗药物,数组,参考备注,"例:[""a"",""b""]","铁剂治疗选择(DPD-3-4-3-3)等于""口服铁剂治疗药物""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-4-3-4选择代码表,,
216,DPD-3-4-3-5,口服铁剂治疗其他药物,字符串,参考备注,"例:""填写文字说明""","口服铁剂治疗药物(DPD-3-4-3-4)等于""其他口服铁剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
217,DPD-3-4-3-6,静脉铁剂治疗药物,数组,参考备注,"例:[""a"",""b""]","铁剂治疗选择(DPD-3-4-3-3)等于""静脉铁剂治疗药物""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-4-3-6选择代码表,,
218,DPD-3-4-3-7,静脉铁剂治疗其他药物,字符串,参考备注,"例:""填写文字说明""","静脉铁剂治疗药物(DPD-3-4-3-6)等于""其他静脉铁剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
219,DPD-3-6-1-1,血清白蛋白,数组,参考备注,"例:[""a""]","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;","是否有营养支持药物治疗医嘱(DPD-3-6-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-6-1-1选择代码表,
220,DPD-3-6-1-2,血清白蛋白检测值(g/L ),数值,参考备注,例:10,"血清白蛋白(DPD-3-6-1-1)等于""血清白蛋白检测""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
221,DPD-3-6-1-3,项目完成日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;","是否有营养支持药物治疗医嘱(DPD-3-6-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
222,DPD-3-6-1-4,血清白蛋白是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;","是否有营养支持药物治疗医嘱(DPD-3-6-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-6-1-4选择代码表,
223,DPD-3-6-2-1,是否有营养支持药物治疗医嘱,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;","血清白蛋白是否达标(DPD-3-6-1-4)等于""不达标""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-6-2-1选择代码表,
224,DPD-3-6-2-2,营养支持药物治疗医嘱起始日期,字符串,否,"例:""1970-01-01""",若该字段无相应取值，则接口中不必提交该字段,,,,,
225,DPD-3-6-2-3,营养支持药物,数组,是,"例:[""a"",""b""]",见,DPD-3-6-2-3选择代码表,,,,
226,DPD-3-6-2-4,其他营养支持药物,字符串,参考备注,"例:""填写文字说明""","营养支持药物(DPD-3-6-2-3)等于""其他营养支持药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
227,DPD-3-8-1-1,是否有腹膜炎,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-8-1-1选择代码表,,
228,DPD-3-8-1-2,报告的日期,字符串,参考备注,"例:""1970-01-01""","是否有腹膜炎(DPD-3-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
229,DPD-3-8-1-3,感染类型,字符串,参考备注,"例:""a""","是否有腹膜炎(DPD-3-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-8-1-3选择代码表,,
230,DPD-3-8-1-4,病原检出,字符串,参考备注,"例:""a""","是否有腹膜炎(DPD-3-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-8-1-4选择代码表,,
231,DPD-3-8-1-5,培养结果,字符串,参考备注,"例:""a""","是否有腹膜炎(DPD-3-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-3-8-1-5选择代码表,,
232,DPD-3-8-2-1,腹膜炎患者透析龄(月),数值,参考备注,例:10,"是否有腹膜炎(DPD-3-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,腹膜炎患者透析龄填写值应大于等于0,,,
233,DPD-3-8-2-2,腹膜炎患者透析次数(次),数值,参考备注,例:10,"是否有腹膜炎(DPD-3-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,腹膜炎患者透析次数填写值应大于等于0,,,
234,DPD-3-8-2-3,患者腹膜炎次数（月/次）,数值,参考备注,例:10,"是否有腹膜炎(DPD-3-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
235,DPD-4-1-1-2,十月份腹膜透析治疗室消毒合格情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-1-1-2选择代码表,,
236,DPD-4-1-1-3,十一月份腹膜透析治疗室消毒合格情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-1-1-3选择代码表,,
237,DPD-4-1-1-4,十二月份腹膜透析治疗室消毒合格情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-1-1-4选择代码表,,
238,DPD-4-2-1-1,4季度/随访日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
239,DPD-4-2-1-2,4季度/透析液种类,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-2-1-2选择代码表,,
240,DPD-4-2-1-3,4季度/腹透模式,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-2-1-3选择代码表,,
241,DPD-4-2-2-1,腹膜平衡试验/下半年/标准平衡试验/转运类型,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-2-2-1选择代码表,,
242,DPD-4-2-2-2,4季度/血常规检验完成情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-2-2-2选择代码表,,
243,DPD-4-2-3-2,血常规检验完成日期,字符串,参考备注,"例:""1970-01-01""","4季度/血常规检验完成情况(DPD-4-2-2-2)等于""完成""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
244,DPD-4-2-3-3,4季度/血生化检验完成情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-2-3-3选择代码表,,
245,DPD-4-2-3-4,血生化检完成日期,字符串,参考备注,"例:""1970-01-01""","4季度/血生化检验完成情况(DPD-4-2-3-3)等于""完成""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
