序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,,
121,HD-2-3-1-4,检查日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(HD-0-1-1)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
122,HD-2-3-1-6,透后体重(kg),数值,参考备注,例:10,"请选择上报季度(HD-0-1-1)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
123,HD-2-3-1-7,超滤量(L),数值,参考备注,例:10,"请选择上报季度(HD-0-1-1)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
124,HD-2-3-1-8,透前血尿素氮(mmol/L),数值,参考备注,例:10,"请选择上报季度(HD-0-1-1)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
125,HD-2-3-1-9,透后血尿素氮(mmol/L),数值,参考备注,例:10,"请选择上报季度(HD-0-1-1)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
126,HD-2-3-1-10,URR(%),数值,否,例:10,"请选择上报季度(HD-0-1-1)等于""第二季度""(b)时可填写;",,,,,
127,HD-2-3-1-11,spKt/V,数值,否,例:10,"请选择上报季度(HD-0-1-1)等于""第二季度""(b)时可填写;",,,,,
128,HD-2-4-1-1,实验室指标选择,数组,参考备注,"例:[""a"",""b""]","请选择上报季度(HD-0-1-1)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-2-4-1-1选择代码表,,
129,HD-2-4-1-2,血常规_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-2-4-1-1)等于""肾性贫血控制情况""(a)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
130,HD-2-4-1-3,血红蛋白_检测结果(g/L),数值,参考备注,例:10,"实验室指标选择(HD-2-4-1-1)等于""肾性贫血控制情况""(a)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,血红蛋白检测填写范围(10~200);,血红蛋白检测填写范围(10~200),
131,HD-2-4-1-4,铁代谢_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-2-4-1-1)等于""肾性贫血控制情况""(a)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
132,HD-2-4-1-5,转铁饱和度_检测结果(%),数值,参考备注,例:10,"实验室指标选择(HD-2-4-1-1)等于""肾性贫血控制情况""(a)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,转铁饱和度检测填写范围(1~3000);,转铁饱和度检测填写范围(1~3000),
133,HD-2-4-1-6,铁蛋白_检测结果(μg/L),数值,参考备注,例:10,"实验室指标选择(HD-2-4-1-1)等于""肾性贫血控制情况""(a)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,铁蛋白检测填写范围(10~2000);,铁蛋白检测填写范围(10~2000),
134,HD-2-4-2-1,钙磷代谢_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-2-4-1-1)等于""CKD-MBD控制情况""(b)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
135,HD-2-4-2-2,血钙_检测结果(mmol/L),数值,参考备注,例:10,"实验室指标选择(HD-2-4-1-1)等于""CKD-MBD控制情况""(b)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,血钙检测填写范围(0~10);,血钙检测填写范围(0~10),
136,HD-2-4-2-3,血磷_检测结果(mmol/L),数值,参考备注,例:10,"实验室指标选择(HD-2-4-1-1)等于""CKD-MBD控制情况""(b)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,血磷检测填写范围(0~10);,血磷检测填写范围(0~10),
137,HD-2-4-2-4,甲状旁腺激素(PTH)_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-2-4-1-1)等于""CKD-MBD控制情况""(b)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
138,HD-2-4-2-5,PTH_检测结果(pg/mL),数值,参考备注,例:10,"实验室指标选择(HD-2-4-1-1)等于""CKD-MBD控制情况""(b)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,PTH检测填写范围(5~5000);,PTH检测填写范围(5~5000),
139,HD-2-4-3-1,血清白蛋白_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-2-4-1-1)等于""血清白蛋白控制情况""(c)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
140,HD-2-4-3-2,血清白蛋白_检测结果(g/L),数值,参考备注,例:10,"实验室指标选择(HD-2-4-1-1)等于""血清白蛋白控制情况""(c)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,血清白蛋白检测填写范围(10~100);,血清白蛋白检测填写范围(10~100),
141,HD-2-4-4-1,C反应蛋白_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-2-4-1-1)等于""营养与炎症指标""(d)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
142,HD-2-4-4-2,C反应蛋白_检测结果(mg/dL),数值,参考备注,例:10,"实验室指标选择(HD-2-4-1-1)等于""营养与炎症指标""(d)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,C反应蛋白检测填写范围(0~100);,C反应蛋白检测填写范围(0~100),
143,HD-2-4-4-3,前白蛋白_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-2-4-1-1)等于""营养与炎症指标""(d)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
144,HD-2-4-4-4,前白蛋白_检测结果(mg/dL),数值,参考备注,例:10,"实验室指标选择(HD-2-4-1-1)等于""营养与炎症指标""(d)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,前白蛋白检测填写范围(0~200);,前白蛋白检测填写范围(0~200),
145,HD-2-4-4-5,β2微球蛋白_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-2-4-1-1)等于""营养与炎症指标""(d)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
146,HD-2-4-4-6,β2微球蛋白_检测结果(mg/dL),数值,参考备注,例:10,"实验室指标选择(HD-2-4-1-1)等于""营养与炎症指标""(d)时可填写;","实验室指标选择(HD-2-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,β2微球蛋白检测填写范围(0~100);,β2微球蛋白检测填写范围(0~100),
147,HD-2-5-1-1,血源性传染病标志物检查,数组,参考备注,"例:[""a"",""b""]","请选择上报季度(HD-0-1-1)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-2-5-1-1选择代码表,,
148,HD-2-5-1-2,乙肝标志物_检查日期,字符串,参考备注,"例:""1970-01-01""","血源性传染病标志物检查(HD-2-5-1-1)等于""乙肝标志物""(a)时可填写;","血源性传染病标志物检查(HD-2-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
149,HD-2-5-1-3,HBsAg_检测结果,字符串,参考备注,"例:""a""","血源性传染病标志物检查(HD-2-5-1-1)等于""乙肝标志物""(a)时可填写;","血源性传染病标志物检查(HD-2-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HD-2-5-1-3选择代码表,
150,HD-2-5-1-4,丙肝标志物_检查日期,字符串,参考备注,"例:""1970-01-01""","血源性传染病标志物检查(HD-2-5-1-1)等于""丙肝标志物""(b)时可填写;","血源性传染病标志物检查(HD-2-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
151,HD-2-5-1-5,AntiHCV_检测结果,字符串,参考备注,"例:""a""","血源性传染病标志物检查(HD-2-5-1-1)等于""丙肝标志物""(b)时可填写;","血源性传染病标志物检查(HD-2-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HD-2-5-1-5选择代码表,
152,HD-2-5-1-6,HIV标志物_检查日期,字符串,参考备注,"例:""1970-01-01""","血源性传染病标志物检查(HD-2-5-1-1)等于""HIV标志物""(c)时可填写;","血源性传染病标志物检查(HD-2-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
153,HD-2-5-1-7,HIV抗体_检测结果,字符串,参考备注,"例:""a""","血源性传染病标志物检查(HD-2-5-1-1)等于""HIV标志物""(c)时可填写;","血源性传染病标志物检查(HD-2-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HD-2-5-1-7选择代码表,
154,HD-2-5-1-8,梅毒标志物_检查日期,字符串,参考备注,"例:""1970-01-01""","血源性传染病标志物检查(HD-2-5-1-1)等于""梅毒标志物""(d)时可填写;","血源性传染病标志物检查(HD-2-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
155,HD-2-5-1-9,梅毒_检测结果,字符串,参考备注,"例:""a""","血源性传染病标志物检查(HD-2-5-1-1)等于""梅毒标志物""(d)时可填写;","血源性传染病标志物检查(HD-2-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HD-2-5-1-9选择代码表,
156,HD-2-6-1-1,是否为患者提供血液透析治疗健康教育,字符串,参考备注,"例:""UTD""","请选择上报季度(HD-0-1-1)等于""第二季度""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,HD-2-6-1-1选择代码表,,
157,HD-2-6-1-2,血液透析治疗前健康教育,字符串,参考备注,"例:""UTD""","是否为患者提供血液透析治疗健康教育(HD-2-6-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-2-6-1-2选择代码表,,
158,HD-2-6-1-3,血液透析治疗后健康教育,字符串,参考备注,"例:""UTD""","是否为患者提供血液透析治疗健康教育(HD-2-6-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-2-6-1-3选择代码表,,
159,HD-3-0-3-1,七月份治疗室空气平均菌落数合格情况,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-0-3-1选择代码表,,
160,HD-3-0-3-3,八月份治疗室空气平均菌落数合格情况,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-0-3-3选择代码表,,
161,HD-3-0-3-5,九月份治疗室空气平均菌落数合格情况,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-0-3-5选择代码表,,
162,HD-3-0-3-2,七月份物品表面平均菌落数合格情况,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-0-3-2选择代码表,,
163,HD-3-0-3-4,八月份物品表面平均菌落数合格情况,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-0-3-4选择代码表,,
164,HD-3-0-3-6,九月份物品表面平均菌落数合格情况,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-0-3-6选择代码表,,
165,HD-3-0-4-1,七月份透析用水细菌培养合格情况,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-0-4-1选择代码表,,
166,HD-3-0-4-3,八月份透析用水细菌培养合格情况,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-0-4-3选择代码表,,
167,HD-3-0-4-5,九月份透析用水细菌培养合格情况,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-0-4-5选择代码表,,
168,HD-3-0-4-2,七月份透析用水内毒素合格情况,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-0-4-2选择代码表,,
169,HD-3-0-4-4,八月份透析用水内毒素合格情况,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-0-4-4选择代码表,,
170,HD-3-0-4-6,九月份透析用水内毒素合格情况,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-0-4-6选择代码表,,
171,HD-3-1-1-1,3季度/是否改变通路,字符串,参考备注,"例:""y""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-1-1-1选择代码表,,
172,HD-3-1-1-2,3季度/血管通路类型,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-1-1-2选择代码表,,
173,HD-3-1-1-5,其他血管通路类型,字符串,参考备注,"例:""填写文字说明""","3季度/血管通路类型(HD-3-1-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
174,HD-3-1-1-6,该血管通路开始使用时间,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
175,HD-3-1-1-7,3季度/通路改变原因,数组,参考备注,"例:[""a"",""b""]","3季度/是否改变通路(HD-3-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-1-1-7选择代码表,,
176,HD-3-1-1-8,通路改变其他原因,字符串,参考备注,"例:""填写文字说明""","3季度/通路改变原因(HD-3-1-1-7)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
177,HD-3-2-1-1,3季度/检查日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
178,HD-3-2-1-2,3季度/透析前SBP(mmHg),数值,参考备注,例:10,"请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,透析前SBP填写范围(50~300);,透析前SBP填写范围(50~300),,
179,HD-3-2-1-3,3季度/透析前DBP(mmHg),数值,参考备注,例:10,"请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,透析前DBP填写范围(20~200);,透析前DBP填写范围(20~200);,透析前DBP应小于等于透析前SBP,
180,HD-3-3-1-1,透析治疗频次,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-3-1-1选择代码表,,
181,HD-3-3-1-2,其他透析治疗频次,字符串,参考备注,"例:""填写文字说明""","透析治疗频次(HD-3-3-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
182,HD-3-3-1-3,透析治疗时间,字符串,参考备注,"例:""a""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-3-1-3选择代码表,,
183,HD-3-3-1-4,检查日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
184,HD-3-3-1-6,透后体重(kg),数值,参考备注,例:10,"请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
185,HD-3-3-1-7,超滤量(L),数值,参考备注,例:10,"请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
186,HD-3-3-1-8,透前血尿素氮(mmol/L),数值,参考备注,例:10,"请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
187,HD-3-3-1-9,透后血尿素氮(mmol/L),数值,参考备注,例:10,"请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
188,HD-3-3-1-10,URR(%),数值,否,例:10,"请选择上报季度(HD-0-1-1)等于""第三季度""(c)时可填写;",,,,,
189,HD-3-3-1-11,spKt/V,数值,否,例:10,"请选择上报季度(HD-0-1-1)等于""第三季度""(c)时可填写;",,,,,
190,HD-3-4-1-1,实验室指标选择,数组,参考备注,"例:[""a"",""b""]","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-4-1-1选择代码表,,
191,HD-3-4-1-2,血常规_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-3-4-1-1)等于""肾性贫血控制情况""(a)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
192,HD-3-4-1-3,血红蛋白_检测结果(g/L),数值,参考备注,例:10,"实验室指标选择(HD-3-4-1-1)等于""肾性贫血控制情况""(a)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,血红蛋白检测填写范围(10~200);,血红蛋白检测填写范围(10~200),
193,HD-3-4-1-4,铁代谢_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-3-4-1-1)等于""肾性贫血控制情况""(a)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
194,HD-3-4-1-5,转铁饱和度_检测结果(%),数值,参考备注,例:10,"实验室指标选择(HD-3-4-1-1)等于""肾性贫血控制情况""(a)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,转铁饱和度检测填写范围(1~3000);,转铁饱和度检测填写范围(1~3000),
195,HD-3-4-1-6,铁蛋白_检测结果(μg/L),数值,参考备注,例:10,"实验室指标选择(HD-3-4-1-1)等于""肾性贫血控制情况""(a)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,铁蛋白检测填写范围(10~2000);,铁蛋白检测填写范围(10~2000),
196,HD-3-4-2-1,钙磷代谢_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-3-4-1-1)等于""CKD-MBD控制情况""(b)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
197,HD-3-4-2-2,血钙_检测结果(mmol/L),数值,参考备注,例:10,"实验室指标选择(HD-3-4-1-1)等于""CKD-MBD控制情况""(b)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,血钙检测填写范围(0~10);,血钙检测填写范围(0~10),
198,HD-3-4-2-3,血磷_检测结果(mmol/L),数值,参考备注,例:10,"实验室指标选择(HD-3-4-1-1)等于""CKD-MBD控制情况""(b)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,血磷检测填写范围(0~10);,血磷检测填写范围(0~10),
199,HD-3-4-2-4,甲状旁腺激素(PTH)_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-3-4-1-1)等于""CKD-MBD控制情况""(b)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
200,HD-3-4-2-5,PTH_检测结果(pg/mL),数值,参考备注,例:10,"实验室指标选择(HD-3-4-1-1)等于""CKD-MBD控制情况""(b)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,PTH检测填写范围(5~5000);,PTH检测填写范围(5~5000),
201,HD-3-4-3-1,血清白蛋白_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-3-4-1-1)等于""血清白蛋白控制情况""(c)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
202,HD-3-4-3-2,血清白蛋白_检测结果(g/L),数值,参考备注,例:10,"实验室指标选择(HD-3-4-1-1)等于""血清白蛋白控制情况""(c)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,血清白蛋白检测填写范围(10~100);,血清白蛋白检测填写范围(10~100),
203,HD-3-4-4-1,C反应蛋白_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-3-4-1-1)等于""营养与炎症指标""(d)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
204,HD-3-4-4-2,C反应蛋白_检测结果(mg/dL),数值,参考备注,例:10,"实验室指标选择(HD-3-4-1-1)等于""营养与炎症指标""(d)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,C反应蛋白检测填写范围(0~100);,C反应蛋白检测填写范围(0~100),
205,HD-3-4-4-3,前白蛋白_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-3-4-1-1)等于""营养与炎症指标""(d)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
206,HD-3-4-4-4,前白蛋白_检测结果(mg/dL),数值,参考备注,例:10,"实验室指标选择(HD-3-4-1-1)等于""营养与炎症指标""(d)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,前白蛋白检测填写范围(0~200);,前白蛋白检测填写范围(0~200),
207,HD-3-4-4-5,β2微球蛋白_检查日期,字符串,参考备注,"例:""1970-01-01""","实验室指标选择(HD-3-4-1-1)等于""营养与炎症指标""(d)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
208,HD-3-4-4-6,β2微球蛋白_检测结果(mg/dL),数值,参考备注,例:10,"实验室指标选择(HD-3-4-1-1)等于""营养与炎症指标""(d)时可填写;","实验室指标选择(HD-3-4-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,β2微球蛋白检测填写范围(0~100);,β2微球蛋白检测填写范围(0~100),
209,HD-3-5-1-1,血源性传染病标志物检查,数组,参考备注,"例:[""a"",""b""]","请选择上报季度(HD-0-1-1)等于""第三季度""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-5-1-1选择代码表,,
210,HD-3-5-1-2,乙肝标志物_检查日期,字符串,参考备注,"例:""1970-01-01""","血源性传染病标志物检查(HD-3-5-1-1)等于""乙肝标志物""(a)时可填写;","血源性传染病标志物检查(HD-3-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
211,HD-3-5-1-3,HBsAg_检测结果,字符串,参考备注,"例:""a""","血源性传染病标志物检查(HD-3-5-1-1)等于""乙肝标志物""(a)时可填写;","血源性传染病标志物检查(HD-3-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-5-1-3选择代码表,
212,HD-3-5-1-4,丙肝标志物_检查日期,字符串,参考备注,"例:""1970-01-01""","血源性传染病标志物检查(HD-3-5-1-1)等于""丙肝标志物""(b)时可填写;","血源性传染病标志物检查(HD-3-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
213,HD-3-5-1-5,AntiHCV_检测结果,字符串,参考备注,"例:""a""","血源性传染病标志物检查(HD-3-5-1-1)等于""丙肝标志物""(b)时可填写;","血源性传染病标志物检查(HD-3-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-5-1-5选择代码表,
214,HD-3-5-1-6,HIV标志物_检查日期,字符串,参考备注,"例:""1970-01-01""","血源性传染病标志物检查(HD-3-5-1-1)等于""HIV标志物""(c)时可填写;","血源性传染病标志物检查(HD-3-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
215,HD-3-5-1-7,HIV抗体_检测结果,字符串,参考备注,"例:""a""","血源性传染病标志物检查(HD-3-5-1-1)等于""HIV标志物""(c)时可填写;","血源性传染病标志物检查(HD-3-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-5-1-7选择代码表,
216,HD-3-5-1-8,梅毒标志物_检查日期,字符串,参考备注,"例:""1970-01-01""","血源性传染病标志物检查(HD-3-5-1-1)等于""梅毒标志物""(d)时可填写;","血源性传染病标志物检查(HD-3-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
217,HD-3-5-1-9,梅毒_检测结果,字符串,参考备注,"例:""a""","血源性传染病标志物检查(HD-3-5-1-1)等于""梅毒标志物""(d)时可填写;","血源性传染病标志物检查(HD-3-5-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,HD-3-5-1-9选择代码表,
