序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,,
108,CoC-4-1-2,手术切除平面,数组,参考备注,"例:[""a"",""b""]","手术前病情评估结论(CoC-3-1-3)等于""无法确认或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-4-1-2选择代码表,,
109,CoC-4-1-2-1,手术切除其他平面,字符串,参考备注,"例:""填写文字说明""","手术前病情评估结论(CoC-3-1-3)等于""无法确认或无记录""(UTD)时无需填写;","手术切除平面(CoC-4-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
110,CoC-4-1-3,淋巴结清扫安全措施,数组,参考备注,"例:[""a"",""b""]","手术前病情评估结论(CoC-3-1-3)等于""无法确认或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-4-1-3选择代码表,,
111,CoC-4-1-3-1,淋巴结清扫其他措施,字符串,参考备注,"例:""填写文字说明""","手术前病情评估结论(CoC-3-1-3)等于""无法确认或无记录""(UTD)时无需填写;","淋巴结清扫安全措施(CoC-4-1-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
112,CoC-4-1-4-1,结肠系膜切除的面积是否无法确定或无记录,数组,参考备注,"例:[""UTD""]","手术前病情评估结论(CoC-3-1-3)等于""无法确认或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-4-1-4-1选择代码表,,
113,CoC-4-1-4,结肠系膜切除面积(mm²),数值,参考备注,例:10,"手术前病情评估结论(CoC-3-1-3)等于""无法确认或无记录""(UTD)时无需填写;","结肠系膜切除的面积是否无法确定或无记录(CoC-4-1-4-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,结肠系膜切除面积填写值应大于等于0,,
114,CoC-4-1-5-1,结肠肠管切除的范围,数组,参考备注,"例:[""a"",""b""]","手术前病情评估结论(CoC-3-1-3)等于""无法确认或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-4-1-5-1选择代码表,,
115,CoC-4-1-5-2,肿瘤边缘距远端(cm),数值,参考备注,例:10,"手术前病情评估结论(CoC-3-1-3)等于""无法确认或无记录""(UTD)时无需填写;","结肠肠管切除的范围(CoC-4-1-5-1)等于""肿瘤边缘距远端""(a)时必填;","结肠肠管切除的范围(CoC-4-1-5-1)等于""无法确认或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,肿瘤边缘距远端填写值应大于等于0,
116,CoC-4-1-5-3,肿瘤边缘距近端(cm),数值,参考备注,例:10,"手术前病情评估结论(CoC-3-1-3)等于""无法确认或无记录""(UTD)时无需填写;","结肠肠管切除的范围(CoC-4-1-5-1)等于""肿瘤边缘距近端""(b)时必填;","结肠肠管切除的范围(CoC-4-1-5-1)等于""无法确认或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,肿瘤边缘距近端填写值应大于等于0,
117,CoC-4-1-5-4,肠管切除总长度(cm),数值,参考备注,例:10,"手术前病情评估结论(CoC-3-1-3)等于""无法确认或无记录""(UTD)时无需填写;","结肠肠管切除的范围(CoC-4-1-5-1)等于""肠管切除总长度""(c)时必填;","结肠肠管切除的范围(CoC-4-1-5-1)等于""无法确认或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,肠管切除总长度填写值应大于等于0,
118,CM-1-1-1,是否使用预防性抗菌药物,字符串,是,"例:""y""",见,CM-1-1-1选择代码表,,,,
119,CM-1-2-1-2,预防性抗菌药物选择,数组,参考备注,"例:[""a"",""b""]","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-1-2选择代码表,,
120,CM-1-2-2-2,选择碳青霉烯类及替加环素等特殊使用级抗菌药物,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-2-2选择代码表,,
121,CM-1-2-2-1,其他特殊使用级抗菌药物名称,字符串,参考备注,"例:""填写文字说明""","选择碳青霉烯类及替加环素等特殊使用级抗菌药物 (CM-1-2-2-2)等于""其他特殊使用级抗菌药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,,
122,CM-1-3-1-2,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;","预防性抗菌药物选择(CM-1-2-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-3-1-2选择代码表,
123,CM-1-3-1-1,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素填写,字符串,参考备注,"例:""填写文字说明""","选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素(CM-1-3-1-2)等于""其他因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,,
124,CM-1-4-1,使用首剂抗菌药物起始时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,使用首剂抗菌药物起始时间应大于入院日期时间,,,
125,CM-1-5-1,手术时间是否≥3小时,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-1选择代码表,,
126,CM-1-5-2,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","手术时间是否≥3小时(CM-1-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-2选择代码表,,
127,CM-1-5-3,术中出血量是否≥1500ml,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-3选择代码表,,
128,CM-1-5-4,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","术中出血量是否≥1500ml(CM-1-5-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-4选择代码表,,
129,CM-1-6-1,术后抗菌药物停止使用时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,术后抗菌药物停止使用时间应大于等于使用首剂抗菌药物起始时间;,术后抗菌药物停止使用时间应小于出院日期时间,,
130,CM-1-6-2,使用抗菌药物时间使用时间分层,字符串,否,"例:""a""","该字段无需用户填写,由系统自动生成;",见,CM-1-6-2选择代码表,,,
131,CM-1-6-3-2,术后72小时之后继续使用的原因,数组,参考备注,"例:[""a"",""b""]","使用抗菌药物时间使用时间分层(CM-1-6-2)等于""术后72小时之后继续使用""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-6-3-2选择代码表,,
132,CM-2-1,是否有手术后并发症,字符串,是,"例:""y""",见,CM-2-1选择代码表,,,,
133,CM-2-2,手术后并发症类别及ICD-10四位亚目的选择,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-2选择代码表,,
134,CM-2-3-1,介入操作与手术其他并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术并发症(O04.5，T81.1，T81.2，T81.3，T81.7，T81.8)""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-1选择代码表,,
135,CM-2-3-2,手术患者手术后肺栓塞,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后肺栓塞(I26.9，O04.2，O07.2，O88.2)""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-2选择代码表,,
136,CM-2-3-3,手术患者手术后深静脉血栓,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后深静脉血栓(I80.2，I82.8，O22.3，O87.1)""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-3选择代码表,,
137,CM-2-3-4,手术患者手术后败血症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后败血症(T81.4)""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-4选择代码表,,
138,CM-2-3-5,手术患者手术后出血或血肿,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后出血或血肿(O04.1，O04.6，O04.8，O07.1，O07.6，T81.0)""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-5选择代码表,,
139,CM-2-3-6,手术患者手术伤口裂开,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术伤口裂开(T81.3)""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-6选择代码表,,
140,CM-2-3-7,手术患者猝死,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者猝死（手术后24小时内死亡）(R96.0，R96.1)""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-7选择代码表,,
141,CM-2-3-8,手术患者手术后呼吸道并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后呼吸道并发症(J95.0至J95.9，J96.0，J96.9)""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-8选择代码表,,
142,CM-2-3-9,手术患者手术后生理/代谢紊乱,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后生理/代谢紊乱(E86.x0，E87.0至E87.8，E88.8，E88.9，E89.0至E89.9)""(i)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-9选择代码表,,
143,CM-2-3-10,与手术/操作相关感染,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""与手术/操作相关感染(O04.0，O07.0，T81.4)""(j)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-10选择代码表,,
144,CM-2-3-11,手术过程中异物遗留,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术过程中异物遗留(T81.5)""(k)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-11选择代码表,,
145,CM-2-3-12,麻醉并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""麻醉并发症(T88.2，T88.3，T88.4，T88.5)""(l)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-12选择代码表,,
146,CM-2-3-13,输注、输血反应,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""输注、输血反应(T80.0至T80.9)""(m)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-13选择代码表,,
147,CoC-6-1-3,消化道手术后特指并发症的选择,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-6-1-3选择代码表,,
148,CM-2-3-1-1,其他手术后并发症类别及ICD-10四位亚目和名称填写,字符串,参考备注,"例:""填写文字说明""","消化道手术后特指并发症的选择(CoC-6-1-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
149,CM-2-4,影响程度的选择,字符串,参考备注,"例:""a""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-4选择代码表,,
150,CoC-6-2-1,是否手术后再手术,字符串,是,"例:""UTD""",默认初始化值:UTD见,CoC-6-2-1选择代码表,,,,
151,CoC-6-2-2,手术后再手术ICD-9-CM-3 六位临床扩展编码与名称,字符串,参考备注,"例:""填写文字说明""","是否手术后再手术(CoC-6-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,,,
152,CoC-6-2-3,再手术日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否手术后再手术(CoC-6-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
153,CoC-7-1-1,是否有术后病理诊断报告,字符串,是,"例:""y""",见,CoC-7-1-1选择代码表,,,,
154,CoC-7-1-2,术后病理诊断基本内容包括,数组,参考备注,"例:[""a"",""b""]","是否有术后病理诊断报告(CoC-7-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-7-1-2选择代码表,,
155,CoC-7-2-1,是否接受术前新辅助治疗,字符串,参考备注,"例:""y""","是否有术后病理诊断报告(CoC-7-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-7-2-1选择代码表,,
156,CoC-7-2-2,原发肿瘤（T）,字符串,参考备注,"例:""a""","是否有术后病理诊断报告(CoC-7-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-7-2-2选择代码表,,
157,CoC-7-2-3,区域淋巴结（N）,字符串,参考备注,"例:""a""","是否有术后病理诊断报告(CoC-7-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-7-2-3选择代码表,,
158,CoC-7-2-4,远处转移（M）,字符串,参考备注,"例:""a""","是否有术后病理诊断报告(CoC-7-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-7-2-4选择代码表,,
159,CoC-7-2-5,pTNM分期结论,字符串,参考备注,"例:""填写文字说明""","是否有术后病理诊断报告(CoC-7-1-1)等于""是""(y)时必填;","是否接受术前新辅助治疗(CoC-7-2-1)等于""是""(y)时无需填写;","ypTNM分期结论(CoC-7-2-5-2)大于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
160,CoC-7-2-5-2,ypTNM分期结论,字符串,参考备注,"例:""填写文字说明""","是否有术后病理诊断报告(CoC-7-1-1)等于""是""(y)时必填;","是否接受术前新辅助治疗(CoC-7-2-1)等于""否""(n)时无需填写;","pTNM分期结论(CoC-7-2-5)大于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
161,CoC-7-2-6-1,淋巴结清扫个数,数值,参考备注,例:10,"是否有术后病理诊断报告(CoC-7-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,淋巴结清扫个数填写值范围(0~99);,淋巴结清扫个数填写值范围(0~99),,
162,CoC-7-2-6-2,淋巴结转移个数,数值,参考备注,例:10,"是否有术后病理诊断报告(CoC-7-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,淋巴结转移个数填写值范围(0~99);,淋巴结转移个数填写值范围(0~99),,
163,CoC-7-2-7,报告日期,字符串,参考备注,"例:""1970-01-01""","是否有术后病理诊断报告(CoC-7-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
164,CoC-8-1-1,是否是营养风险筛查与评估,字符串,是,"例:""UTD""",默认初始化值:UTD见,CoC-8-1-1选择代码表,,,,
165,CoC-8-1-2,营养风险筛查与评估方法选择,字符串,参考备注,"例:""a""","是否是营养风险筛查与评估(CoC-8-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-8-1-2选择代码表,,
166,CoC-8-1-2-2,NRS-2002评估分值,数值,参考备注,例:10,"营养风险筛查与评估方法选择(CoC-8-1-2)等于""NRS-2002评分(推荐)""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,NRS-2002评估填写值应大于等于0,,,
167,CoC-8-1-2-1,其他筛查与评估方法,字符串,参考备注,"例:""填写文字说明""","营养风险筛查与评估方法选择(CoC-8-1-2)等于""其他筛查与评估方法""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,,,
168,CoC-8-1-3,术前是否给予营养支持,字符串,参考备注,"例:""y""","是否是营养风险筛查与评估(CoC-8-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-8-1-3选择代码表,,
169,CoC-8-1-4,术前给予营养支持依据,字符串,参考备注,"例:""a""","术前是否给予营养支持(CoC-8-1-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-8-1-4选择代码表,,
170,CoC-8-1-4-1,术前给予营养支持其他依据,字符串,参考备注,"例:""填写文字说明""","术前给予营养支持依据(CoC-8-1-4)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
171,CoC-8-1-5,是否给予补充性肠外营养（SPN）,字符串,参考备注,"例:""y""","术前是否给予营养支持(CoC-8-1-3)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-8-1-5选择代码表,,
172,CoC-8-1-6,补充性肠外营养（SPN）给予依据,字符串,参考备注,"例:""a""","是否给予补充性肠外营养（SPN）(CoC-8-1-5)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-8-1-6选择代码表,,
173,CoC-8-1-6-1,补充性肠外营养其他给予依据,字符串,参考备注,"例:""填写文字说明""","补充性肠外营养（SPN）给予依据(CoC-8-1-6)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
174,CoC-8-2-1,是否进行手术后镇痛治疗,字符串,是,"例:""UTD""",默认初始化值:UTD见,CoC-8-2-1选择代码表,,,,
175,CoC-8-2-2,疼痛强度评估方法的选择,数组,参考备注,"例:[""a"",""b""]","是否进行手术后镇痛治疗(CoC-8-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-8-2-2选择代码表,,
176,CoC-8-2-2-1,疼痛强度评估其他方法,字符串,参考备注,"例:""填写文字说明""","疼痛强度评估方法的选择(CoC-8-2-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
177,CoC-8-2-3,药物选择,数组,参考备注,"例:[""a"",""b""]","是否进行手术后镇痛治疗(CoC-8-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-8-2-3选择代码表,,
178,CoC-8-2-3-1,其他镇痛药物,字符串,参考备注,"例:""填写文字说明""","药物选择(CoC-8-2-3)等于""其他镇痛药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
179,CoC-8-2-4,镇痛药物用药时机选择,数组,参考备注,"例:[""a"",""b""]","是否进行手术后镇痛治疗(CoC-8-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-8-2-4选择代码表,,
180,CoC-8-2-4-1,其他镇痛方法,字符串,参考备注,"例:""填写文字说明""","镇痛药物用药时机选择(CoC-8-2-4)等于""其他镇痛方法""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
181,CoC-8-3-1,是否进行精神心理干预,字符串,是,"例:""UTD""",默认初始化值:UTD见,CoC-8-3-1选择代码表,,,,
182,CoC-8-3-2,精神心理干预方法的选择,数组,参考备注,"例:[""a"",""b""]","是否进行精神心理干预(CoC-8-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-8-3-2选择代码表,,
183,CoC-8-3-2-1,精神心理干预其他方法,字符串,参考备注,"例:""填写文字说明""","精神心理干预方法的选择(CoC-8-3-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
184,CoC-9-1-1,是否进行Ⅱ期结肠癌的辅助化疗,(注：仅限本次住院手术Ⅱ期结肠癌患者，术后辅助化疗),字符串,是,"例:""UTD""",默认初始化值:UTD见,CoC-9-1-1选择代码表,,,
185,CoC-9-1-2,Ⅱ期结肠癌行术后辅助化疗前高危因素评估,数组,参考备注,"例:[""a"",""b""]",是否进行Ⅱ期结肠癌的辅助化疗,"(注：仅限本次住院手术Ⅱ期结肠癌患者，术后辅助化疗)(CoC-9-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-9-1-2选择代码表,
186,CoC-9-1-2-1,结肠癌行术后辅助化疗前其他高危因素,字符串,参考备注,"例:""填写文字说明""","Ⅱ期结肠癌行术后辅助化疗前高危因素评估(CoC-9-1-2)等于""其他高危因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
187,CoC-9-1-3,化疗方案选择,数组,参考备注,"例:[""a"",""b""]",是否进行Ⅱ期结肠癌的辅助化疗,"(注：仅限本次住院手术Ⅱ期结肠癌患者，术后辅助化疗)(CoC-9-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-9-1-3选择代码表,
188,CoC-9-1-3-1,化疗其他方案,字符串,参考备注,"例:""填写文字说明""","化疗方案选择(CoC-9-1-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
189,CoC-9-1-4,辅助化疗起始时间,字符串,参考备注,"例:""1970-01-01""",是否进行Ⅱ期结肠癌的辅助化疗,"(注：仅限本次住院手术Ⅱ期结肠癌患者，术后辅助化疗)(CoC-9-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,
190,CoC-14-1-1,是否进行术前护理与健康教育,字符串,是,"例:""y""",见,CoC-14-1-1选择代码表,,,,
191,CM-7-1-1,术前护理与健康教育,数组,参考备注,"例:[""a"",""b""]","是否进行术前护理与健康教育(CoC-14-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-1-1选择代码表,,
192,CoC-14-1-2-1,其他术前护理与健康教育,字符串,参考备注,"例:""填写文字说明""","术前护理与健康教育(CM-7-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,,,
193,CoC-14-2-1,是否进行术后护理与健康教育,字符串,是,"例:""y""",见,CoC-14-2-1选择代码表,,,,
194,CM-7-1-2,术后护理与健康教育,数组,参考备注,"例:[""a"",""b""]","是否进行术后护理与健康教育(CoC-14-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-1-2选择代码表,,
195,CoC-14-1-4-1,其他术后护理与健康教育,字符串,参考备注,"例:""填写文字说明""","术后护理与健康教育(CM-7-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,,,
196,CM-7-2-1,交与患者“出院小结”的副本告知患者出院时风险因素,数组,是,"例:[""a"",""b""]",见,CM-7-2-1选择代码表,,,,
197,CoC-14-2-1-1,交与患者“出院小结”的副本告知患者出院时其他风险因素,字符串,参考备注,"例:""填写文字说明""","交与患者“出院小结”的副本告知患者出院时风险因素(CM-7-2-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,,,
198,CoC-14-2-2,出院放化疗及饮食原则,数组,是,"例:[""a"",""b""]",见,CoC-14-2-2选择代码表,,,,
199,CoC-14-2-2-1,出院放化疗及饮食其他原则,字符串,参考备注,"例:""填写文字说明""","出院放化疗及饮食原则(CoC-14-2-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,,,
200,CoC-14-2-3,有无肠造口,字符串,是,"例:""y""",见,CoC-14-2-3选择代码表,,,,
201,CoC-14-2-3-1,肠造口术后出院指导,数组,参考备注,"例:[""a"",""b""]","有无肠造口(CoC-14-2-3)等于""有""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CoC-14-2-3-1选择代码表,,
202,CoC-14-2-3-2,肠造口术后出院其他指导,字符串,参考备注,"例:""填写文字说明""","肠造口术后出院指导(CoC-14-2-3-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,,,
203,CM-7-2-4,告知发生紧急意外情况或者疾病复发如何救治及前途经,数组,是,"例:[""a"",""b""]",见,CM-7-2-4选择代码表,,,,
204,CoC-14-2-4-1,告知发生紧急意外情况或者疾病复发如何救治及其他途经,字符串,参考备注,"例:""填写文字说明""","告知发生紧急意外情况或者疾病复发如何救治及前途经(CM-7-2-4)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,,,
205,CM-7-2-5,出院时教育与随访,数组,是,"例:[""a"",""b""]",见,CM-7-2-5选择代码表,,,,
206,CoC-14-2-5-1,出院时其他教育与随访,字符串,参考备注,"例:""填写文字说明""","出院时教育与随访(CM-7-2-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,,,
207,CM-3-1,手术野皮肤准备常用方法的选择,字符串,是,"例:""a""",见,CM-3-1选择代码表,,,,
208,CM-3-2,使用含抗菌剂（三氯生）缝线,字符串,是,"例:""a""",见,CM-3-2选择代码表,,,,
209,CM-3-2-1,其他含抗菌剂缝线填写,字符串,参考备注,"例:""填写文字说明""","使用含抗菌剂（三氯生）缝线(CM-3-2)等于""其他含抗菌剂（三氯生）缝线""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
210,CM-3-3,手术切口类别的选择,字符串,是,"例:""a""",见,CM-3-3选择代码表,,,,
211,CM-3-4,手术切口愈合情况的选择,字符串,是,"例:""a""",见,CM-3-4选择代码表,,,,
212,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,,
213,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,,
214,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
215,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,,
216,CM-5-1,患者是否对服务的体验与评价,字符串,是,"例:""y""",见,CM-5-1选择代码表,,,,
217,CM-5-2-1,整体医院评级,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-1选择代码表,,
218,CM-5-2-2,患者推荐,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表,,
219,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表,,
220,CM-5-2-5,病房与周边噪音,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-5选择代码表,,
